Bank Name,Bank ID,Account Number,Entity ID,Entity Name
Slovakia Bank #170,5294,803238D30,8013C3520,Sole Proprietorship #23551
First Bank of Albany,22661,8010598B0,8013F16A0,Sole Proprietorship #2816
Slovakia Bank #4,14,806A9DD30,800823380,Corporation #59439
UK Bank #0,133936,80C8C4240,8010908C0,Corporation #45697
Greece Bank #1178,117861,807D7E8D0,800A49740,Partnership #29485
Baltech Credit Union,52931,81366BBD0,8007949A0,Partnership #20472
National Bank of Tuscon,16679,8085149D0,8004E24C0,Partnership #46959
National Bank of Helena,13474,805EB8B60,801144440,Partnership #1543
Spain Bank #36,6681,80CC4D6F0,800C48530,Partnership #55483
Savings Bank of Sacramento,324403,808E04300,8012E3D30,Sole Proprietorship #20993
The Pine Savings Bank,34117,80F8B7800,8012861A0,Corporation #19073
Savings Bank of Butte,4790,806888180,80117EB60,Corporation #9742
First Bank of Danbury,20,80011D080,800055940,Sole Proprietorship #89
Australia Bank #41,41348,80FE11890,8011386F0,Corporation #47128
Spain Bank #859,36242,80D771390,801108530,Partnership #45731
First Bank of Huron,1277,80CEBA420,80134F7C0,Sole Proprietorship #16432
Savings Bank of Arkadelphia,22086,80212F9A0,800E80BE0,Corporation #50278
Bank of Madison,1639,80422E920,8000EF1A0,Sole Proprietorship #6755
India Bank #211,226937,80A0AE630,800FDC410,Sole Proprietorship #66475
Germany Bank #19,1768,80172AEB0,80088C4E0,Corporation #29014
Germany Bank #106,3,80039DB30,800802F40,Partnership #26787
India Bank #41,23539,808B42340,800EF3B20,Corporation #43513
Germany Bank #121,1390,8013B6DC0,8009B5240,Partnership #6124
Japan Bank #42,18,81731D3C0,8013C2DA0,Partnership #49387
India Bank #26,5,808A9D840,800F09340,Partnership #41169
Bank of Madison,1639,80BB2E950,801231FB0,Partnership #13282
First Bank of Philadelphia,215766,806DCB1D0,8004C6F40,Sole Proprietorship #10152
Savings Bank of the Valley,18656,80425AAD0,8003B0C00,Partnership #6603
Desert Trust Bank,35777,80D3C3A60,8010FF370,Sole Proprietorship #46270
Spain Bank #17,2293,80165A060,8008F8780,Partnership #64675
First Bank of the South,26179,80772FB60,80036A2E0,Partnership #67562
Crytpo Bank #8,118,81959E1F1,8015B10D0,Partnership #953
France Bank #137,27737,80427F670,800B86020,Partnership #28854
Belgium Bank #37,12055,801665170,800CAF3B0,Corporation #28154
India Bank #54,223950,80A24BDF0,800F71F90,Corporation #44538
Israel Bank #12,1199,815338C80,8013319C0,Partnership #10895
Australia Bank #49,143355,810AE2680,8011B0160,Partnership #46926
Canada Bank #40,136311,80D43E080,8010E16D0,Partnership #44865
Germany Bank #70,18520,81315F700,800A9A560,Sole Proprietorship #34959
Saudi Arabia Bank #31,263186,81763D210,8013C9CA0,Corporation #51259
France Bank #2147,245292,81196CD10,800C77390,Sole Proprietorship #34372
Netherlands Bank #217,211012,812CDF910,800ACB0C0,Corporation #61067
France Bank #71,27436,809144D20,800A72D80,Sole Proprietorship #31721
Oasis Credit Union,1291,8037B5EB0,8014D9030,Sole Proprietorship #10771
Desert Savings Bank,21393,8058013B0,80130B1E0,Corporation #12151
Savings Bank of Seattle,28102,805A73830,8003986E0,Corporation #8395
Spain Bank #97,14640,802854340,800CD0BD0,Corporation #32322
Plateau Credit Union,3202,808D79A40,800D89130,Sole Proprietorship #6790
Dawn Trust Bank,115114,806290E40,800484A00,Partnership #1357
Desert Savings Bank,21393,8020813C0,80014EDC0,Partnership #4346
National Bank of Philadelphia,11047,807DC48C0,80010C960,Partnership #65259
Savings Bank of Madison,11,80081DEC0,800072750,Sole Proprietorship #67148
Germany Bank #383,247976,8127D8F50,800B78900,Corporation #28228
Saudi Arabia Bank #34,263431,8191358D0,80140A020,Corporation #5782
Spain Bank #14,1835,8095A4ED0,8008A6020,Sole Proprietorship #31837
Oak Bank,135035,80F3E66D0,8006C57A0,Partnership #61463
Bank of Tampa,226436,80F439950,80061C840,Corporation #18861
National Bank of Miami,28625,8061633E0,800FAF5F0,Partnership #21355
France Bank #349,7249,80A57F3E0,800B27C80,Corporation #34197
France Bank #81,3460,802571960,8013956D0,Partnership #15017
Australia Bank #40,142327,80F9420E0,80119EC80,Sole Proprietorship #52471
China Bank #111,8997,8035049E0,800D58490,Sole Proprietorship #38504
First Bank of the South,1120,8009BEB60,8001191E0,Corporation #59790
India Bank #236,26560,80A723B70,800FE9E70,Sole Proprietorship #42481
Italy Bank #6,11314,802BFC270,8008B6800,Partnership #28839
Bank of Arkadelphia,214107,80613F6F0,800461A80,Partnership #9453
Portugal Bank #122,22264,81A5AA790,800AA9460,Sole Proprietorship #35369
Saudi Arabia Bank #49,65300,817E65190,801432180,Sole Proprietorship #16540
Brazil Bank #21,249331,812472210,8012727E0,Partnership #11759
Brazil Bank #13,149034,8122ACE90,80124C390,Corporation #20035
Portugal Bank #42,24029,801973510,80095FAE0,Corporation #29165
Belgium Bank #21,425,800910F10,80084B260,Corporation #28476
National Bank of Denver,8318,807F9E490,80039F060,Partnership #11514
India Bank #1760,324607,808F02420,800FA4A10,Partnership #42017
Regents Savings Bank,24999,80F710820,80149EF90,Sole Proprietorship #6005
Crytpo Bank #1226,371289,81B34F731,8006D12E0,Partnership #50307
First Bank of Helena,114721,80B41CB30,800472720,Partnership #62930
First Bank of Danbury,20,80031D1B0,8000574A0,Partnership #446
Plandor Trust Bank,219425,80AED4B40,80138B280,Sole Proprietorship #49771
India Bank #61,124592,8090A83C0,800F89430,Corporation #43837
China Bank #53,14449,813ADE340,800E36910,Corporation #42034
Italy Bank #364,32453,80CC6B940,800C18BB0,Partnership #32596
Savings Bank of Seattle,28102,805FF38C0,800398C20,Partnership #65758
Savings Bank of Madison,11,80D41DE50,8010CE050,Corporation #47113
Crytpo Bank #18,170727,81AB4A851,8015B10D0,Partnership #953
National Bank of Seattle,224231,809042850,801253F90,Corporation #17235
National Bank of Watertown,23571,802A7D250,8002ACE80,Sole Proprietorship #72580
Savings Bank of Miami,11701,800AF0150,80017B220,Partnership #1804
Italy Bank #977,36975,80E29EC60,8010C3C00,Sole Proprietorship #45653
Spain Bank #210,25885,80EDB5560,8008DAB80,Sole Proprietorship #29802
Savings Bank of Hartford,236897,8181F6B60,8006F2980,Corporation #25392
First Bank of Watertown,118699,817260E60,8005333A0,Corporation #24774
Crytpo Bank #69,69521,819DE1371,8015B10D0,Partnership #953
India Bank #30,19413,8089C3170,800F21430,Corporation #364
Japan Bank #296,17180,806F855F0,800EBACE0,Partnership #53018
National Bank of Montpelier,13395,8025BF270,800271A60,Sole Proprietorship #5076
Italy Bank #2320,145507,81165ED80,800C79350,Partnership #51249
National Bank of Philadelphia,1231,8055BBB80,8000A81A0,Partnership #7755
Dawn Bank,25526,802900710,800F7CFF0,Corporation #789
Australia Bank #12,40904,80F663810,801141DA0,Sole Proprietorship #14237
Spain Bank #91,27868,80367B210,800A82CA0,Sole Proprietorship #29901
Belgium Bank #37,12055,802B65790,8008E1CE0,Corporation #30277
India Bank #75,24820,80969A620,800F9BF90,Partnership #715
Italy Bank #47,2557,8067522B0,80091D820,Partnership #30280
China Bank #21,15885,80476DAC0,800D8C810,Sole Proprietorship #39654
Slovakia Bank #80,23140,81904EE40,800B834E0,Partnership #32741
Crytpo Bank #49,272545,81B8D8CC1,8006D12E0,Partnership #50307
Savings Bank of Madison,11,80271D9C0,800076530,Corporation #4896
Israel Bank #26,157900,81535BA50,801327620,Corporation #49106
First Bank of Danbury,20,800D1D650,80004EA10,Sole Proprietorship #2309
Italy Bank #127,1720,806C28060,800984180,Corporation #29618
Slovakia Bank #4,14,810E9DB60,8011CBA00,Sole Proprietorship #3080
Australia Bank #113,141846,80FE4D760,8011811C0,Corporation #52438
India Bank #51,23494,809743F60,800F50DD0,Corporation #44057
Savings Bank of Harrisburg,239440,8063A7460,80071DA20,Sole Proprietorship #55789
National Bank of Albany,18326,80E9A1760,800525820,Sole Proprietorship #66096
Plateau Bank,39382,80B3D3780,800BA0AC0,Corporation #68972
Netherlands Bank #27,498,807692580,8009D1A80,Corporation #30710
India Bank #1,23486,80E7C0380,800F8B950,Corporation #44889
Crytpo Bank #14,69314,81B76BD91,8003EB480,Sole Proprietorship #51017
India Bank #113,127244,80A315A90,800EF3B20,Corporation #43513
India Bank #2,25,808F1D010,800F073C0,Partnership #41179
China Bank #16,213293,805094A10,800E1A4D0,Sole Proprietorship #40164
Dawn Bank,25526,8025007A0,800D92FD0,Corporation #4761
Saudi Arabia Bank #20,63779,818954D20,8013F8C80,Sole Proprietorship #50586
Australia Bank #24,141465,80FCD9020,80116D360,Partnership #70083
Slovakia Bank #4,14,801A1DBA0,80081F600,Corporation #29190
Heath Community Bank,117916,809E792A0,8004FD620,Sole Proprietorship #13427
Regents Community Bank,3100,8020FD2B0,800E34470,Partnership #5956
Italy Bank #0,225430,8151197B0,800BBFFD0,Partnership #54201
First Bank of Newbury,3440,8072764B0,80028C4E0,Partnership #10325
The Pine Thrift,349,800B17240,80150CCF0,Corporation #15113
China Bank #119,19521,8042FFC40,800D70710,Corporation #40416
First Bank of the North,8106,8030E09D0,8014AA850,Corporation #5492
Germany Bank #15,2514,8019535D0,800862A60,Sole Proprietorship #27997
China Bank #373,110134,803B6C7E0,800E3BCB0,Partnership #39355
France Bank #3051,47269,814458E60,800BA12A0,Corporation #36647
National Bank of Lincoln,22435,804420D60,80020B080,Partnership #6740
Crytpo Bank #1385,374133,81B236671,8006130A0,Sole Proprietorship #51016
Plandor Bancorp,33904,80E8BE4F0,800DD7A90,Partnership #14166
Australia Bank #177,241979,80FB14170,8011386F0,Corporation #47128
Spain Bank #389,147445,8170E2670,800A67500,Corporation #33346
Italy Bank #18,0,80191DD10,8009632C0,Corporation #12129
Saudi Arabia Bank #3,217,81951B1A1,8015B10D0,Partnership #953
Japan Bank #50,15726,805C76A30,800E5B6E0,Corporation #42420
National Bank of Newport,11671,8155F16B0,80117F840,Sole Proprietorship #13995
Portugal Bank #114,6058,810120840,800B57780,Corporation #33822
National Bank of Milford,23319,80BCC56C0,80027BD40,Corporation #15814
Switzerland Bank #109,354046,813AAA250,8012F4530,Corporation #48852
National Bank of Philadelphia,1231,806C3BAE0,8000A8AA0,Sole Proprietorship #55472
Germany Bank #6571,36532,80CDE8770,8009A81C0,Corporation #71494
National Bank of Indianapolis,3389,8017F43F0,8013C1C00,Partnership #7506
Crytpo Bank #130,270392,81B19C171,8001A7780,Sole Proprietorship #51014
Crytpo Bank #8,118,81979E671,8015B10D0,Partnership #953
National Bank of Portland,14648,807F54170,8004752C0,Sole Proprietorship #7164
Plateau Credit Union,3202,8058F9C70,800266A40,Corporation #8302
First Bank of Danbury,20,80011D780,801373700,Corporation #7818
Savings Bank of Columbus,22364,806E27380,8013091E0,Corporation #7647
Canada Bank #28,17,80009D500,8010A55B0,Partnership #44703
National Bank of Pittsburgh,16866,80D412C80,8004EB0E0,Partnership #16406
Canada Bank #0,8,80009D990,8010AB340,Partnership #45738
National Bank of Helena,227876,80DDCCF90,800648DE0,Partnership #56403
Savings Bank of Springfield,2860,8008C4B90,8000F4DA0,Corporation #7320
Oasis Bank,336214,80E1176A0,8014F6B30,Sole Proprietorship #7143
Japan Bank #42,18,80451D4A0,800E69CA0,Partnership #60921
Italy Bank #519,18396,8091233A0,800B446E0,Partnership #31299
National Bank of Milford,23319,808245620,80027AFC0,Sole Proprietorship #11914
Germany Bank #106,3,812D1DC30,800B1EA40,Sole Proprietorship #32687
Germany Bank #51,14213,80B5A1F30,8009CB400,Sole Proprietorship #29760
India Bank #50,223281,808ADC540,800F40090,Corporation #43627
Netherlands Bank #5,14851,80804DC40,8009A0400,Partnership #28875
Savings Bank of Detroit,394,8007118C0,8000CD240,Partnership #1113
The Pine Thrift,349,800997340,8000B9B80,Partnership #1545
Savings Bank of Tampa,225759,80CC93250,800604D60,Partnership #72194
Australia Bank #1046,341927,80F4A0E60,8011C55F0,Partnership #61043
First Bank of the West,219054,819B20AE0,8011015D0,Partnership #8774
Germany Bank #15,2514,802FD34E0,8009DC080,Corporation #29771
National Bank of Lincoln,1439,803EB1260,8001573C0,Corporation #15488
Savings Bank of Detroit,394,8147918E0,8000D49E0,Sole Proprietorship #61391
Crytpo Bank #130,270392,819F9C1F1,8000B8B60,Sole Proprietorship #55343
China Bank #37,5893,803725F70,800E185D0,Partnership #39288
China Bank #22,9096,8049019F0,800E1B010,Partnership #37518
Germany Bank #56,5383,8063B5D80,8009C6D00,Partnership #30176
First Bank of Portland,1,809C1DE90,801560AD0,Sole Proprietorship #14893
National Bank of Milford,8814,81448E910,8003C1F40,Corporation #22416
Switzerland Bank #603,354037,813EAA4A0,8012F4530,Corporation #48852
Switzerland Bank #73,253402,813AF3320,8012E7910,Corporation #18490
Canada Bank #19,238058,80E492B30,80110E7F0,Sole Proprietorship #46030
UK Bank #2,232857,80C6F12C0,801071A70,Partnership #44021
Savings Bank of Tuscon,5617,8089B26C0,8013DB860,Corporation #15359
China Bank #504,13218,805000F40,800E13770,Sole Proprietorship #39149
First Bank of the Valley,228849,81BDF26C0,800657960,Sole Proprietorship #54572
Bank of Detroit,15640,8160F5250,801541F90,Corporation #23796
UK Bank #8,133159,80C2DCDD0,80105FBD0,Sole Proprietorship #7477
Italy Bank #127,1720,800428260,80087EC00,Sole Proprietorship #27278
Switzerland Bank #69,353171,814E017F0,8012B9FC0,Corporation #48881
UK Bank #19,7,80C49DDF0,801048E70,Sole Proprietorship #44630
Germany Bank #46,115212,80B40D870,800AFEE60,Corporation #56564
National Bank of Fairfield,220822,808D69580,80058E5C0,Sole Proprietorship #12646
Savings Bank of Madison,11,80A71DB00,800079290,Corporation #14341
Savings Bank of Fairfield,32694,8052E0590,8012D18B0,Sole Proprietorship #3991
Mountain Federal Bank,2196,801B59490,8001E7340,Partnership #71411
Crytpo Bank #35,269999,81B468921,8000FBB80,Corporation #49952
Saudi Arabia Bank #37,263574,817F315A0,80141C5E0,Partnership #54666
Canada Bank #34,235647,80E3DE120,8010CD090,Partnership #45421
First Bank of Columbus,110856,80C195AA0,800403880,Sole Proprietorship #64690
India Bank #26,5,808F9DC30,800F0A840,Partnership #41602
Crytpo Bank #21,169489,81B42D651,8015B10D0,Partnership #953
Germany Bank #483,228776,80DBF0AD0,8008FC9E0,Corporation #31819
Savings Bank of Butte,4790,806D885D0,80148FC30,Partnership #937
Savings Bank of Providence,11770,801FF23D0,8013864E0,Sole Proprietorship #4480
Switzerland Bank #16,219,813D9B350,8012BADA0,Sole Proprietorship #60046
Bank of Milford,2545,801E52650,8002173C0,Partnership #4199
National Bank of Columbus,12,80151D8D0,800081770,Sole Proprietorship #3552
Saudi Arabia Bank #4,216,81739B2E0,8013A8140,Corporation #5459
Brazil Bank #3,248756,8134404E0,801256D50,Partnership #11345
India Bank #54,223950,8097CB9E0,800F70FD0,Corporation #44097
China Bank #831,312735,804EB1170,800E31510,Sole Proprietorship #40124
First Bank of the South,223113,80BB21A70,8011FEA30,Partnership #21198
India Bank #41,23539,8098C2770,800F073C0,Partnership #41179
Canada Bank #15,36524,80E2E88F0,8010F9510,Sole Proprietorship #20466
Arbor Savings Bank,39812,8155C1CF0,800722C40,Partnership #22079
Plandor Trust Bank,219425,80EB54E70,800557A60,Sole Proprietorship #18059
Spruce Bank,118314,8080ECBF0,8005105E0,Partnership #55063
Savings Bank of Springfield,2860,8008C4900,8011A3AC0,Partnership #1066
Arbor Community Bank,21414,800C80C00,80015C9C0,Partnership #54925
Switzerland Bank #41,53937,813F08790,8012F4530,Corporation #48852
China Bank #72,110164,803B6F510,800D6C910,Sole Proprietorship #37894
Bank of Butte,225862,811F0FC10,801248D10,Partnership #14545
Germany Bank #154,120229,80EDB0D90,800B73A00,Sole Proprietorship #28700
Greece Bank #8,600,800C8F310,800875CA0,Sole Proprietorship #29267
First Bank of Albany,22661,810159D90,80023DB00,Sole Proprietorship #19044
National Bank of Lincoln,22435,80AD20EA0,8011FEF10,Partnership #5588
Israel Bank #9,115,81749E6A0,8013B97D0,Sole Proprietorship #8317
Oasis Community Bank,229026,80C768E20,80065C220,Sole Proprietorship #15866
Spruce Cooperative Bank,338419,80F5D26B0,8013A1F30,Partnership #7955
Netherlands Bank #419,237572,811D1DD30,800C4CF10,Sole Proprietorship #54792
Germany Bank #19,1768,8027AAB30,80088E880,Sole Proprietorship #59752
China Bank #40,27356,80344B140,800CFBE40,Partnership #37107
Future Thrift,261524,81B671540,80106ACD0,Sole Proprietorship #18901
Mountain Bancorp,12204,808260940,8001C8400,Partnership #17992
Australia Bank #102,341406,80F231050,8011386F0,Corporation #47128
Brazil Bank #51,149205,8126AB5D0,801260980,Partnership #47748
Savings Bank of Madison,11,80DF1DAD0,80109D2B0,Sole Proprietorship #45637
Germany Bank #121,1390,80AE36850,8008C1E60,Partnership #56715
UK Bank #12,29,80CA1D1E0,80105E230,Sole Proprietorship #44851
China Bank #131,29779,80433F6E0,800D87750,Corporation #63299
National Bank of Billings,531,80120D6E0,8000E42C0,Sole Proprietorship #3097
Savings Bank of Madison,11,800C1DAE0,800073C50,Sole Proprietorship #2101
Canada Bank #28,17,80009D7F0,8010A5610,Partnership #44631
Germany Bank #106,3,80B99DE00,80097A780,Corporation #33633
Capital Federal Bank,237253,81AFEBD00,8012335D0,Corporation #10413
Sea Bancorp,3718,802769C80,8002BEC40,Corporation #4925
Saudi Arabia Bank #246,364484,8178E3D90,8013C9CA0,Corporation #51259
Netherlands Bank #594,134852,8169EBD90,8009F8AA0,Partnership #28354
First Bank of Albany,22661,803359D10,80023A5C0,Sole Proprietorship #5885
Italy Bank #47,2557,802852120,80091BC60,Corporation #30111
Flagstone Federal Bank,16263,805461C20,80035EDE0,Partnership #52396
India Bank #45,123568,808C887B0,800F3C290,Partnership #10416
China Bank #85,110400,80A8E7FB0,800DB6F50,Sole Proprietorship #39750
Bank of Billings,226151,817C86C40,8010849C0,Sole Proprietorship #2787
Plateau Savings Bank,21260,8071859C0,800148320,Partnership #17953
National Bank of Sacramento,231039,8156AE060,800681500,Corporation #56319
Savings Bank of Tampa,226290,80A2026E0,800611780,Partnership #56173
Savings Bank of Billings,22124,80702E9E0,8001DC680,Corporation #14703
National Bank of Plattsburg,34900,81955F5F0,80144E620,Partnership #7085
Finland Bank #565,28930,819B95EF0,800C6DD90,Corporation #36676
Croatia Bank #20,5981,8077A7170,800891220,Sole Proprietorship #30729
First Bank of Butte,5394,8020356F0,801565E10,Corporation #6125
First Bank of the West,13210,8018012F0,801299B00,Partnership #3766
Slovakia Bank #170,5294,8058388F0,8009AB0C0,Partnership #29868
Flagstone Credit Union,30061,80E9B6970,80066A680,Sole Proprietorship #58252
Crytpo Bank #13,169804,81BC24611,80023D4A0,Partnership #51899
Brazil Bank #17,214,819718B11,800773900,Partnership #50310
China Bank #98,211564,804BCD610,800DE6610,Sole Proprietorship #39075
First Bank of Portland,1,80601E090,80006A5A0,Partnership #8780
Belgium Bank #8038,330743,811941BA0,800A51A00,Corporation #33083
India Bank #2,25,80C21ECA0,80108CC40,Partnership #35622
Germany Bank #408,118871,807E9CBA0,800811660,Partnership #30471
Brazil Bank #39,148698,8129B8D20,801230730,Corporation #48650
China Bank #40,27356,803A48E20,800D42A20,Partnership #59958
The Pine Thrift,349,800914EA0,8000B99A0,Sole Proprietorship #196
Russia Bank #204,332738,80BE80130,80101FEF0,Corporation #45222
Brazil Bank #53,150730,812B78530,801297300,Partnership #5871
France Bank #318,7272,802FFD430,800A58E20,Corporation #50619
First Bank of the South,1120,800BBD030,800119BA0,Corporation #25856
Italy Bank #566,219760,81444D840,800920160,Corporation #36880
Saudi Arabia Bank #34,263431,8178363C0,801405C40,Sole Proprietorship #50157
Australia Bank #0,212,80F198A40,801134700,Corporation #47212
Japan Bank #46,23,80689EBC0,800E52FF0,Sole Proprietorship #65147
Germany Bank #454,132480,814932040,800C16530,Corporation #19961
Dawn Bank,25526,80A483B40,80033C7A0,Partnership #13521
Bank of Laramie,314411,8052FF5D0,801030050,Corporation #1593
First Bank of the Valley,13821,807531ED0,801260740,Corporation #13712
National Bank of Columbus,12,80681E670,800E592C0,Partnership #40386
First Bank of Laramie,226660,80A035270,8006266A0,Sole Proprietorship #20590
First Bank of Danbury,20,80061EA70,800058D60,Corporation #52511
India Bank #19,123651,809286100,800FE15F0,Corporation #45206
Germany Bank #15,2514,809550980,800AC8DE0,Corporation #32010
Brazil Bank #37,49096,8122E0480,8012633A0,Partnership #10559
Japan Bank #47,19836,8038F5E80,800E6F3C0,Partnership #39917
France Bank #731,128948,819DA3A90,800B6EE60,Corporation #37150
France Bank #638,144936,81992F490,800B3BF20,Corporation #35517
France Bank #656,117105,8147D5810,800A08160,Corporation #30172
Japan Bank #42,18,81351E990,8012B3520,Sole Proprietorship #13444
UK Bank #17,33370,80C40CD90,80106EE90,Corporation #45796
National Bank of Montpelier,13395,803FBC910,8002728A0,Sole Proprietorship #6651
Israel Bank #13,213,815418A20,80131DE10,Partnership #48743
First Bank of Plattsburg,35226,801E52DB0,8014497C0,Corporation #12442
India Bank #3,24713,80969A430,800F52B70,Corporation #71777
India Bank #36,119699,80A182930,8018CF550,Partnership #14165
China Bank #73,210858,804FA35B0,800CFBEA0,Corporation #39430
China Bank #213,13577,80F2B6430,800E247B0,Sole Proprietorship #39871
Fieldstone Federal Bank,15331,802141130,8003048C0,Partnership #58312
Desert Federal Bank,320767,807DB9F40,8013C5320,Corporation #15562
Savings Bank of Madison,11,801A1E540,800CDBDD0,Corporation #2752
Regents Thrift,24950,804A15BC0,8002F5620,Sole Proprietorship #7302
Mexico Bank #10,13,80401E650,800EA1C60,Sole Proprietorship #40345
First Bank of Columbus,110856,8061964D0,800401D20,Partnership #8994
Bank of Milford,2545,80A4D1850,80021A9C0,Corporation #14136
First Bank of Montpelier,37146,81C116DE0,800FDC890,Corporation #10495
Japan Bank #7,19856,8045728E0,800E97B20,Partnership #39965
Netherlands Bank #448,114948,806F162E0,80087FE60,Partnership #27449
Canada Bank #18,10,81209E5E0,801220C30,Corporation #53655
Australia Bank #0,212,80EF98AE0,801138C60,Partnership #45761
First Bank of Hartford,1422,800C327F0,801401840,Sole Proprietorship #2125
Netherlands Bank #236,7058,8029C29F0,800A4A2A0,Sole Proprietorship #29186
Greece Bank #8,600,80198CD00,800A17AC0,Corporation #30632
Australia Bank #0,212,80F018B00,8011396E0,Partnership #45799
France Bank #523,211018,80635C400,800ACC820,Partnership #30173
Bank of Madison,1639,8008AD280,8000EBBA0,Corporation #1264
National Bank of Philadelphia,1231,8008B8680,8000A3EE0,Corporation #1266
Switzerland Bank #41,53937,813C8B990,8012F99C0,Sole Proprietorship #20708
Brazil Bank #37,49096,8123E0510,801263AC0,Sole Proprietorship #14830
Brazil Bank #26,48719,811E6C690,8012322B0,Corporation #19540
Bank of Houston,14162,80C424810,80045F600,Corporation #16095
First Bank of Danbury,21939,8032338A0,8012C61D0,Partnership #11078
Germany Bank #19,1768,802E29520,80088EF40,Sole Proprietorship #29493
Germany Bank #19,1768,801D29520,80088D500,Corporation #29443
Brook Savings Bank,13354,80153F420,80026AEA0,Partnership #53674
National Bank of Columbus,12,80079E720,80007EE90,Partnership #1187
Brazil Bank #16,210,811D98830,801256DB0,Sole Proprietorship #21650
Sappo Trust Bank,62667,81B0B84B0,801377020,Corporation #17780
China Bank #15,29867,80533B4C0,800D96590,Sole Proprietorship #39409
China Bank #65,27425,8048C71C0,800D4A330,Corporation #40637
Italy Bank #6,11314,8012FF840,8008B34A0,Sole Proprietorship #60729
Spain Bank #72,25634,80223F050,8009F8500,Partnership #35333
National Bank of Albany,18326,80B322A50,800524800,Corporation #23218
Spain Bank #39,14620,801AD6F70,800A5F800,Corporation #31336
Spain Bank #9,12386,80571D070,8009041A0,Corporation #58392
Italy Bank #18,0,80219E170,800813CA0,Partnership #56523
First Bank of Albany,252390,81BFD1280,800FDF950,Partnership #26593
Israel Bank #15,57466,81531DC80,8013374A0,Corporation #1460
Hearthstone Bank,346190,81A35C690,80137D7A0,Sole Proprietorship #6269
Crytpo Bank #8,118,81A41DA91,8001A7780,Sole Proprietorship #51014
Mexico Bank #10,13,81109E710,801201800,Corporation #48226
Saudi Arabia Bank #12,63940,817DD0390,801401C60,Partnership #49607
France Bank #29,25856,80AA361A0,800A0AD40,Corporation #66586
Italy Bank #47,2557,801051F30,800C0A090,Partnership #33367
India Bank #108,24677,809D1D330,800F089E0,Sole Proprietorship #41730
Russia Bank #42,132300,80BEB87B0,801037070,Corporation #54764
Australia Bank #13,110,80F19D6C0,8011276C0,Partnership #45926
France Bank #211,214554,80ADAECC0,800AF2180,Sole Proprietorship #19004
National Bank of Philadelphia,11047,802347250,8012CFA50,Corporation #4591
Israel Bank #6,257858,8158640D0,80135F8E0,Sole Proprietorship #22909
National Bank of Seattle,160440,81690BDE0,800E17FD0,Partnership #10598
UK Bank #12,29,80C21EF60,801059AF0,Partnership #44040
Germany Bank #106,3,80019E060,800801740,Corporation #28184
Crytpo Bank #23,170566,81A1CC2F1,80050C700,Partnership #50309
Crytpo Bank #8,118,81951DAF1,8015B10D0,Partnership #953
Greece Bank #260,222654,80BFB3EF0,800A351A0,Partnership #32383
First Bank of Watertown,3533,80B170770,8012F5150,Sole Proprietorship #14619
First Bank of Fairfield,218072,80AC00DF0,800517E20,Partnership #13993
Russia Bank #21,16,80B51EA00,801015CA0,Partnership #53106
Italy Bank #553,122416,80AE6FA00,800B90B00,Partnership #31870
Plateau Credit Union,3202,807CFA300,800267B20,Partnership #11382
Canada Bank #1,38682,80E7A6F10,8010A1C90,Sole Proprietorship #45336
Spain Bank #1895,318314,809CC5720,8009D8880,Corporation #32156
China Bank #39,7080,803A43620,800D2AA00,Partnership #37523
Bank of Detroit,15640,805676E30,8003266A0,Sole Proprietorship #7932
The Pine Thrift,349,807A14CB0,8000BE4A0,Partnership #55037
Baltech Bank,235492,816BA1040,8006D8080,Partnership #23038
First Bank of New York,1812,801926840,800193640,Sole Proprietorship #3986
First Bank of the South,1120,817C3D240,8001203E0,Partnership #58658
Crytpo Bank #69,69521,81BF62AD1,8000FBB80,Corporation #49952
First Bank of New York,1812,8015A6850,8014A8E10,Sole Proprietorship #3626
Canada Bank #89,136136,80D500650,8010D6F90,Partnership #44904
Italy Bank #3783,59585,8187582D0,800CC6AB0,Sole Proprietorship #36374
First Bank of Danbury,20,80821E850,8000524F0,Sole Proprietorship #11893
India Bank #78,225897,809D0D6E0,800F96290,Corporation #44330
Slovakia Bank #4,14,808A9E560,800EFC610,Corporation #44332
Japan Bank #45,29572,805A82060,800E76EE0,Sole Proprietorship #19690
Greece Bank #939,231705,80E956EF0,800C0EA70,Sole Proprietorship #59621
Baltech Savings Bank,258931,816305BF0,8007C1E40,Partnership #22576
Crytpo Bank #59,70426,81AC06F81,800773900,Partnership #50310
Australia Bank #115,42234,80FAB9F90,80112C790,Partnership #45757
Germany Bank #1340,10881,8055CA210,800C73950,Partnership #27426
Japan Bank #67,117912,806A7AE90,800EC8A20,Sole Proprietorship #40963
Savings Bank of Pittsburgh,122788,80C5E3090,8005C4B20,Sole Proprietorship #15784
National Bank of Albany,2175,81015DD10,8001D77A0,Sole Proprietorship #21193
Canada Bank #36,235735,80D3D8920,8010FF370,Sole Proprietorship #46270
Italy Bank #55,225312,80A31F2A0,800BBC7D0,Corporation #33299
Regents Savings Bank,24999,811713130,8005F48A0,Sole Proprietorship #19946
Savings Bank of Newport,116648,817BA36C0,8013F5AA0,Sole Proprietorship #24436
First Bank of Omaha,31730,8128C1BC0,8010E8730,Partnership #1795
Saudi Arabia Bank #20,63779,817557350,8013C9CA0,Corporation #51259
First Bank of the South,26179,8062AC350,801210230,Corporation #9345
National Bank of Albany,2175,8060DDD50,8001D5220,Sole Proprietorship #9036
