Timestamp,From Bank,Account,To Bank,Account,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 23:22,0264152,817F72270,0264152,817F72270,2769.60,US Dollar,2769.60,US Dollar,Reinvestment,0
2022/09/01 23:06,0365534,817F77480,0164686,817F77340,0.01,US Dollar,0.01,US Dollar,Cheque,0
2022/09/01 23:21,0163233,817F9BDE0,0163233,817F9BDE0,3539.04,US Dollar,3539.04,US Dollar,Reinvestment,0
2022/09/01 23:17,0164686,817FAB310,0164686,817FAB310,532923.35,US Dollar,532923.35,US Dollar,Reinvestment,0
2022/09/01 23:16,0363989,817FCE5C0,0363989,817FCE5C0,10009.42,US Dollar,10009.42,US Dollar,Reinvestment,0
2022/09/01 23:13,0065300,817FD4730,0065300,817FD4730,3803264.25,US Dollar,3803264.25,US Dollar,Reinvestment,0
2022/09/01 23:14,0165440,817FD9CD0,0165440,817FD9CD0,51.16,US Dollar,51.16,US Dollar,Reinvestment,0
2022/09/01 23:09,0163233,817FDAED0,0163233,817FDAED0,18.20,US Dollar,18.20,US Dollar,Reinvestment,0
2022/09/01 23:09,0163897,817FB89D0,0164686,817FDE6B0,3831.85,US Dollar,3831.85,US Dollar,Cheque,0
2022/09/01 23:13,0163897,817FB89D0,0164686,817FDE6B0,8517.01,US Dollar,8517.01,US Dollar,Credit Card,0
2022/09/01 23:15,0217,8176A28E0,0217,817FE1110,3068.72,US Dollar,3068.72,US Dollar,Cheque,0
2022/09/01 23:05,0217,8176A28E0,0217,817FE1110,9796.84,US Dollar,9796.84,US Dollar,Credit Card,0
2022/09/01 23:08,0064059,81789A210,0216,817FE1420,363.73,US Dollar,363.73,US Dollar,Cheque,0
2022/09/14 23:25,0064059,81789A210,0216,817FE1420,151.02,US Dollar,151.02,US Dollar,Credit Card,0
2022/09/01 23:10,0264152,817FF2310,0264152,817FF2310,49.29,US Dollar,49.29,US Dollar,Reinvestment,0
2022/09/01 23:21,0064057,817ACA9D0,0263186,817FF7C50,8743.26,US Dollar,8743.26,US Dollar,Cheque,0
2022/09/01 23:05,0064057,817ACA9D0,0263186,817FF7C50,3258.80,US Dollar,3258.80,US Dollar,Credit Card,0
2022/09/01 23:23,0064057,817ACA9D0,0263186,817FF7C50,65.40,US Dollar,65.40,US Dollar,Cash,0
2022/09/01 23:08,0064057,817ACA9D0,0263186,817FF7C50,188.79,US Dollar,188.79,US Dollar,ACH,0
2022/09/01 23:10,0263574,817FFFD50,0263574,817FFFD50,69.10,US Dollar,69.10,US Dollar,Reinvestment,0
2022/09/01 23:11,0018,818009410,0018,818009410,74.58,US Dollar,74.58,US Dollar,Reinvestment,0
2022/09/01 23:28,070,10042BA08,0018,81800CF80,39245.46,US Dollar,39245.46,US Dollar,Cheque,0
2022/09/01 23:10,070,10042BA08,0018,81800CF80,37409.72,US Dollar,37409.72,US Dollar,Credit Card,0
2022/09/01 23:22,070,10042BA08,0018,81800CF80,35734.56,US Dollar,35734.56,US Dollar,Cash,0
2022/09/14 23:25,0217,8180132C0,0217,8180132C0,53.44,US Dollar,53.44,US Dollar,Reinvestment,0
2022/09/01 23:20,070,10042BA08,0163470,81801D360,465.90,US Dollar,465.90,US Dollar,Cheque,0
2022/09/01 23:10,070,10042BA08,0163470,81801D360,1926.85,US Dollar,1926.85,US Dollar,Cash,0
2022/09/01 23:13,0217,8174BF7A0,0163897,81804CE60,20297.76,US Dollar,20297.76,US Dollar,Cheque,0
2022/09/01 23:09,070,10042BA08,0164686,8180573E0,251.05,US Dollar,251.05,US Dollar,Cheque,0
2022/09/01 23:17,070,10042BA08,0164686,8180573E0,558.73,US Dollar,558.73,US Dollar,Credit Card,0
2022/09/01 23:04,0064059,818059CE0,0064059,818059CE0,7598.09,US Dollar,7598.09,US Dollar,Reinvestment,0
2022/09/01 23:10,0063834,817FACE30,0063834,81805FE20,3.23,US Dollar,3.23,US Dollar,Cheque,0
2022/09/01 23:19,0063834,817FACE30,0063834,81805FE20,3.19,US Dollar,3.19,US Dollar,Credit Card,0
2022/09/01 23:03,0263574,817FCD220,0164686,8180632F0,13094.03,US Dollar,13094.03,US Dollar,Cheque,0
2022/09/01 23:22,0263574,817FCD220,0164686,8180632F0,26690.26,US Dollar,26690.26,US Dollar,Credit Card,0
2022/09/01 23:19,0263574,817FCD220,0164686,8180632F0,3244.50,US Dollar,3244.50,US Dollar,Cash,0
2022/09/01 23:22,0263574,818063F40,0263574,818063F40,81.71,US Dollar,81.71,US Dollar,Reinvestment,0
2022/09/01 23:04,0115,818077420,0115,818077420,169.66,US Dollar,169.66,US Dollar,Reinvestment,0
2022/09/01 23:05,0363954,8180A8E70,0363954,8180A8E70,138172.68,US Dollar,138172.68,US Dollar,Reinvestment,0
2022/09/01 23:05,0216,817385EF0,0263574,8180B39B0,2188.85,US Dollar,2188.85,US Dollar,ACH,0
2022/09/01 23:05,0018,817F246D0,0216,8180C1FE0,4365.47,US Dollar,4365.47,US Dollar,Cheque,0
2022/09/01 23:20,0018,817F246D0,0216,8180C1FE0,3016.99,US Dollar,3016.99,US Dollar,ACH,0
2022/09/01 23:18,0263431,8180D33D0,0263431,8180D33D0,7358.85,US Dollar,7358.85,US Dollar,Reinvestment,0
2022/09/01 23:05,0063587,8180C9170,0063587,8180C9170,79.98,US Dollar,79.98,US Dollar,Reinvestment,0
2022/09/01 23:17,0164730,818048590,0264772,8180D7F50,3154.04,US Dollar,3154.04,US Dollar,Cheque,0
2022/09/01 23:17,0164730,818048590,0264772,8180D7F50,1255.28,US Dollar,1255.28,US Dollar,Credit Card,0
2022/09/01 23:11,0217,8180559A0,0217,8180559A0,45888.13,US Dollar,45888.13,US Dollar,Reinvestment,0
2022/09/01 23:28,0365153,8180EFAF0,0365153,8180EFAF0,20774.90,US Dollar,20774.90,US Dollar,Reinvestment,0
2022/09/01 23:06,0263025,81737F530,0163233,8180FAEA0,1342.42,US Dollar,1342.42,US Dollar,Cheque,0
2022/09/01 23:07,0263025,81737F530,0163233,8180FAEA0,596.87,US Dollar,596.87,US Dollar,Credit Card,0
2022/09/01 23:27,0263025,81737F530,0163233,8180FAEA0,87.41,US Dollar,87.41,US Dollar,Cash,0
2022/09/01 23:21,0263025,81737F530,0163233,8180FAEA0,93.56,US Dollar,93.56,US Dollar,ACH,0
2022/09/01 23:20,0263025,81737F530,0163233,8180FAEA0,39.68,US Dollar,39.68,US Dollar,Wire,0
2022/09/01 23:21,0264152,8180F92A0,0264152,8180F92A0,46.56,US Dollar,46.56,US Dollar,Reinvestment,0
2022/09/01 23:15,0163233,81810CF00,0163233,81810CF00,4232152.60,US Dollar,4232152.60,US Dollar,Reinvestment,0
2022/09/01 23:28,0217,81810E090,0217,81810E090,2043.01,US Dollar,2043.01,US Dollar,Reinvestment,0
2022/09/01 23:23,0018,818112AD0,0018,818112AD0,1900080.64,US Dollar,1900080.64,US Dollar,Reinvestment,0
2022/09/01 23:02,0018,818117B60,0018,818117B60,208955.15,US Dollar,208955.15,US Dollar,Reinvestment,0
2022/09/01 23:28,0164686,81811A060,0164686,81811A060,4784.57,US Dollar,4784.57,US Dollar,Reinvestment,0
2022/09/01 23:02,0265216,81811FE10,0265216,81811FE10,22858.04,US Dollar,22858.04,US Dollar,Reinvestment,0
2022/09/01 23:19,0163897,81810A6B0,0163897,81810A6B0,86.62,US Dollar,86.62,US Dollar,Reinvestment,0
2022/09/01 23:19,0163233,8172C8670,0063587,818198980,108539.73,US Dollar,108539.73,US Dollar,Cheque,0
2022/09/01 23:28,0163233,8172C8670,0063587,818198980,27298.80,US Dollar,27298.80,US Dollar,Credit Card,0
2022/09/01 23:01,0115,817828A00,0265216,81819A700,815.75,US Dollar,815.75,US Dollar,Cheque,0
2022/09/01 23:26,0115,817828A00,0265216,81819A700,2165.95,US Dollar,2165.95,US Dollar,Cash,0
2022/09/01 23:29,0163233,81819B3F0,0163233,81819B3F0,87.13,US Dollar,87.13,US Dollar,Reinvestment,0
2022/09/01 23:00,0263574,8178C7470,0165675,8181A8490,448.34,US Dollar,448.34,US Dollar,Cheque,0
2022/09/01 23:05,0263574,8178C7470,0165675,8181A8490,1036.90,US Dollar,1036.90,US Dollar,ACH,0
2022/09/01 23:00,0063834,817F792D0,0063940,8181AF4C0,208837.61,US Dollar,208837.61,US Dollar,Cheque,0
2022/09/01 23:15,0063834,817F792D0,0063940,8181AF4C0,64725.54,US Dollar,64725.54,US Dollar,Credit Card,0
2022/09/01 23:04,0063834,817F792D0,0063940,8181AF4C0,42644.79,US Dollar,42644.79,US Dollar,ACH,0
2022/09/01 23:19,0063834,817F792D0,0063940,8181AF4C0,139670.24,US Dollar,139670.24,US Dollar,Wire,0
2022/09/01 23:10,0064657,8181AAD90,0064657,8181AAD90,7562.71,US Dollar,7562.71,US Dollar,Reinvestment,0
2022/09/01 23:22,0164730,8181C5D00,0164730,8181C5D00,141611.71,US Dollar,141611.71,US Dollar,Reinvestment,0
2022/09/01 23:29,070,10042BA08,0265216,8181D7BD0,17855.59,US Dollar,17855.59,US Dollar,Cheque,0
2022/09/01 23:16,070,10042BA08,0265216,8181D7BD0,9243.70,US Dollar,9243.70,US Dollar,Credit Card,0
2022/09/01 23:04,0115,8181DB8F0,0115,8181DB8F0,4781453.39,US Dollar,4781453.39,US Dollar,Reinvestment,0
2022/09/01 23:04,070,10042BA08,0165852,8181DB6E0,16487.02,US Dollar,16487.02,US Dollar,Cheque,0
2022/09/01 23:10,070,10042BA08,0165852,8181DB6E0,5202.70,US Dollar,5202.70,US Dollar,Cash,0
2022/09/01 23:07,0163470,8181E2800,0163470,8181E2800,430.30,US Dollar,430.30,US Dollar,Reinvestment,0
2022/09/01 23:17,0063940,81783C900,0165768,8181E4760,1286.59,US Dollar,1286.59,US Dollar,Cheque,0
2022/09/01 23:26,0163470,8173BDAD0,0115,818489BB0,16286.81,US Dollar,16286.81,US Dollar,Cheque,0
2022/09/01 23:07,0163470,8173BDAD0,0115,818489BB0,8782.18,US Dollar,8782.18,US Dollar,Credit Card,0
2022/09/14 23:25,0263186,8175153A0,0165440,818491320,131139.76,US Dollar,131139.76,US Dollar,Cheque,0
2022/09/01 23:13,0263186,8175153A0,0165440,818491320,71138.30,US Dollar,71138.30,US Dollar,Credit Card,0
2022/09/01 23:24,0263186,8175153A0,0165440,818491320,33592.28,US Dollar,33592.28,US Dollar,Cash,0
2022/09/01 23:00,0216,818492D00,0216,818492D00,16.32,US Dollar,16.32,US Dollar,Reinvestment,0
2022/09/01 23:04,0263431,817A17020,0163233,8184A2620,492994.99,US Dollar,492994.99,US Dollar,Cheque,0
2022/09/01 23:05,0263431,817A17020,0163233,8184A2620,742880.10,US Dollar,742880.10,US Dollar,ACH,0
2022/09/01 23:15,0265216,81849D9E0,0265216,81849D9E0,11.64,US Dollar,11.64,US Dollar,Reinvestment,0
2022/09/01 23:29,0216,817D3E950,0063587,8184AAE90,186.60,US Dollar,186.60,US Dollar,Cheque,0
2022/09/01 23:03,0216,817D3E950,0063587,8184AAE90,1084.63,US Dollar,1084.63,US Dollar,Credit Card,0
2022/09/01 23:24,0216,817D3E950,0063587,8184AAE90,679.45,US Dollar,679.45,US Dollar,Cash,0
2022/09/01 23:17,0164686,817AF03B0,0018,8184A9F90,11508.59,US Dollar,11508.59,US Dollar,Cheque,0
2022/09/01 23:15,0164686,817AF03B0,0018,8184A9F90,22124.92,US Dollar,22124.92,US Dollar,Credit Card,0
2022/09/01 23:20,0212996,807332860,0212996,807332860,23532.12,US Dollar,6273.39,US Dollar,ACH,0
2022/09/01 23:20,0212996,807332860,0165362,8184B4500,23532.12,US Dollar,23532.12,US Dollar,Cheque,0
2022/09/01 23:17,0212996,807332860,0212996,807332860,15406.37,US Dollar,4107.16,US Dollar,ACH,0
2022/09/01 23:17,0212996,807332860,0165362,8184B4500,15406.37,US Dollar,15406.37,US Dollar,Credit Card,0
2022/09/01 23:27,070,10042BA08,0165852,8184B5DD0,13.36,US Dollar,13.36,US Dollar,Cheque,0
2022/09/01 23:06,070,10042BA08,0165852,8184B5DD0,0.16,US Dollar,0.16,US Dollar,Credit Card,0
2022/09/01 23:15,070,10042BA08,0165852,8184B5DD0,0.13,US Dollar,0.13,US Dollar,Cash,0
2022/09/01 23:18,0064657,817AC6960,0064657,8184B6520,16119.50,US Dollar,16119.50,US Dollar,Cheque,0
2022/09/01 23:24,0065528,8184BCF20,0065528,8184BCF20,13.13,US Dollar,13.13,US Dollar,Reinvestment,0
2022/09/01 23:15,0265175,8184C3BF0,0265175,8184C3BF0,406336.83,US Dollar,406336.83,US Dollar,Reinvestment,0
2022/09/01 23:21,0216,81736A340,0065528,8184C6590,13303.84,US Dollar,13303.84,US Dollar,Cheque,0
2022/09/01 23:09,0216,81736A340,0065528,8184C6590,13571.41,US Dollar,13571.41,US Dollar,ACH,0
2022/09/01 23:11,0263025,8176F6540,0265862,8184CC170,9316.91,US Dollar,9316.91,US Dollar,Cheque,0
2022/09/01 23:01,0263025,8176F6540,0265862,8184CC170,184.00,US Dollar,184.00,US Dollar,Cash,0
2022/09/01 23:18,0064657,817FD9A40,0165768,8184D65F0,1073.45,US Dollar,1073.45,US Dollar,Cheque,0
2022/09/01 23:15,0064657,817FD9A40,0165768,8184D65F0,1200.42,US Dollar,1200.42,US Dollar,Credit Card,0
2022/09/01 23:22,0165768,8184FFB60,0165768,8184FFB60,1388172.11,US Dollar,1388172.11,US Dollar,Reinvestment,0
2022/09/01 23:03,0216,817A019F0,0064059,8185066B0,386.94,US Dollar,386.94,US Dollar,Cheque,0
2022/09/01 23:12,0216,817A019F0,0064059,8185066B0,374.49,US Dollar,374.49,US Dollar,Credit Card,0
2022/09/01 23:00,0163470,8173A73C0,0263186,818526FE0,22473.19,US Dollar,22473.19,US Dollar,Cheque,0
2022/09/01 23:07,0163470,8173A73C0,0263186,818526FE0,34736.62,US Dollar,34736.62,US Dollar,Credit Card,0
2022/09/01 23:15,0216,817A431E0,0064057,81856C1C0,118348.90,US Dollar,118348.90,US Dollar,Cheque,0
2022/09/01 23:04,0216,817A431E0,0064057,81856C1C0,61605.28,US Dollar,61605.28,US Dollar,Cash,0
2022/09/01 23:22,0065300,818573000,0065300,818573000,2664.70,US Dollar,2664.70,US Dollar,Reinvestment,0
2022/09/01 23:27,0265175,818573EE0,0265175,818573EE0,7263.28,US Dollar,7263.28,US Dollar,Reinvestment,0
2022/09/01 23:03,0216,818563240,0216,818563240,57.60,US Dollar,57.60,US Dollar,Reinvestment,0
2022/09/01 23:10,0216,8181BF510,0065300,818588570,6823.80,US Dollar,6823.80,US Dollar,Cheque,0
2022/09/01 23:17,0216,8181BF510,0065300,818588570,13575.53,US Dollar,13575.53,US Dollar,ACH,0
2022/09/01 23:23,0265175,81859A4A0,0265175,81859A4A0,92.83,US Dollar,92.83,US Dollar,Reinvestment,0
2022/09/01 23:26,0165768,8186E4D70,0165768,8186E4D70,1676196.19,US Dollar,1676196.19,US Dollar,Reinvestment,0
2022/09/01 23:21,0063779,8172F50B0,0166369,8186EECF0,25577.28,US Dollar,25577.28,US Dollar,Cheque,0
2022/09/01 23:13,0216,816CE4560,0064057,8186F2E40,167.08,US Dollar,167.08,US Dollar,Cheque,0
2022/09/01 23:09,0216,816CE4560,0064057,8186F2E40,372.40,US Dollar,372.40,US Dollar,Cash,0
2022/09/01 23:11,0216,816CE4560,0064057,8186F2E40,218.50,US Dollar,218.50,US Dollar,ACH,0
2022/09/14 23:25,0263431,817F19050,0264152,8186F8B80,158.54,US Dollar,158.54,US Dollar,Cheque,0
2022/09/01 23:24,0263431,817F19050,0264152,8186F8B80,986.84,US Dollar,986.84,US Dollar,Credit Card,0
2022/09/01 23:05,0263431,817F19050,0264152,8186F8B80,135.44,US Dollar,135.44,US Dollar,Cash,0
2022/09/01 23:05,0263431,817F19051,0264152,8186F8B81,0.001945,Bitcoin,0.001945,Bitcoin,Bitcoin,0
2022/09/01 23:10,0263431,817F19050,0264152,8186F8B80,259.14,US Dollar,259.14,US Dollar,ACH,0
2022/09/01 23:01,0216,8186F7DC0,0216,8186F7DC0,241551.27,US Dollar,241551.27,US Dollar,Reinvestment,0
2022/09/01 23:21,0263431,8180D33D0,0265216,8186FF580,1598.12,US Dollar,1598.12,US Dollar,Cheque,0
2022/09/01 23:02,0263431,8180D33D0,0265216,8186FF580,3090.26,US Dollar,3090.26,US Dollar,ACH,0
2022/09/01 23:29,0064057,8186F2E40,0064057,818708800,4595.79,US Dollar,4595.79,US Dollar,Cheque,0
2022/09/01 23:22,0064057,8186F2E40,0064057,818708800,3085.44,US Dollar,3085.44,US Dollar,Cash,0
2022/09/01 23:12,070,10042BA08,0063834,81870C490,18994.64,US Dollar,18994.64,US Dollar,Cheque,0
2022/09/01 23:11,070,10042BA08,0063834,81870C490,40387.94,US Dollar,40387.94,US Dollar,Credit Card,0
2022/09/01 23:13,0216,81870F660,0216,81870F660,187071.83,US Dollar,187071.83,US Dollar,Reinvestment,0
2022/09/01 23:19,0165362,818583C40,0066761,818715AA0,14444.39,US Dollar,14444.39,US Dollar,Cheque,0
2022/09/01 23:01,0165362,818583C40,0066761,818715AA0,27772.91,US Dollar,27772.91,US Dollar,Credit Card,0
2022/09/01 23:07,0216,8179913B0,0163470,81872C110,40957.93,US Dollar,40957.93,US Dollar,Cheque,0
2022/09/01 23:04,0216,8179913B0,0163470,81872C110,51874.63,US Dollar,51874.63,US Dollar,Credit Card,0
2022/09/01 23:18,0165852,81872FB80,0165852,81872FB80,6081336.97,US Dollar,6081336.97,US Dollar,Reinvestment,0
2022/09/01 23:17,0265862,8187309A0,0165362,81872FBD0,16821.82,US Dollar,16821.82,US Dollar,ACH,0
2022/09/01 23:23,0164730,817F203E0,0065300,8187462C0,149556.45,US Dollar,149556.45,US Dollar,Cheque,0
2022/09/01 23:22,0164730,817F203E0,0065300,8187462C0,68133.37,US Dollar,68133.37,US Dollar,Credit Card,0
2022/09/01 23:06,0164730,81874D060,0164730,81874D060,59.05,US Dollar,59.05,US Dollar,Reinvestment,0
2022/09/01 23:27,0216,8174A0920,0166753,818775480,46277.31,US Dollar,46277.31,US Dollar,Cheque,0
2022/09/01 23:21,0216,8174A0920,0166753,818775480,65888.06,US Dollar,65888.06,US Dollar,Credit Card,0
2022/09/14 23:25,0216,8174A0920,0166753,818775480,30495.91,US Dollar,30495.91,US Dollar,Cash,0
2022/09/01 23:24,0216,8174A0920,0166753,818775480,1236.36,US Dollar,0.5,US Dollar,ACH,0
2022/09/01 23:24,0164730,81877BE50,0164686,818771010,1075.00,US Dollar,1075.00,US Dollar,Cheque,0
2022/09/01 23:09,0265862,818789C30,0265862,818789C30,3273.54,US Dollar,3273.54,US Dollar,Reinvestment,0
2022/09/01 23:21,0216,8173B9C00,0018,81878F470,314150.04,US Dollar,314150.04,US Dollar,Cheque,0
2022/09/01 23:16,0216,8173B9C00,0018,81878F470,34491.92,US Dollar,34491.92,US Dollar,Credit Card,0
2022/09/01 23:18,0216,8173B9C00,0018,81878F470,417421.16,US Dollar,417421.16,US Dollar,ACH,0
2022/09/01 23:09,0063779,817A58730,0115,81879A6B0,1725.13,US Dollar,1725.13,US Dollar,Cheque,0
2022/09/01 23:19,0063779,817A58730,0115,81879A6B0,23640.00,US Dollar,23640.00,US Dollar,Credit Card,0
2022/09/01 23:24,0065300,81878D970,0065300,81878D970,9715.63,US Dollar,9715.63,US Dollar,Reinvestment,0
2022/09/01 23:27,0264772,81875B810,0264772,81875B810,36.13,US Dollar,36.13,US Dollar,Reinvestment,0
2022/09/01 23:01,070,10042BA08,0066761,8187A1DC0,964767.22,US Dollar,964767.22,US Dollar,Cheque,0
2022/09/01 23:05,0217,8174FCCB0,0263186,8187B31A0,17041.99,US Dollar,17041.99,US Dollar,Cheque,0
2022/09/01 23:21,0217,8174FCCB0,0263186,8187B31A0,4040.81,US Dollar,4040.81,US Dollar,Cash,0
2022/09/01 23:14,0363592,8187B71A0,0363592,8187B71A0,55842.00,US Dollar,55842.00,US Dollar,Reinvestment,0
2022/09/01 23:02,0216,8187C9790,0216,8187C9790,23.31,US Dollar,23.31,US Dollar,Reinvestment,0
2022/09/01 00:23,123,8006AA920,124,80021DAD0,592571.00,US Dollar,0.5,US Dollar,Wire,0
2022/09/01 00:23,123,8006AA920,125,80021DAD0,592571.00,US Dollar,592571.00,US Dollar,Cheque,0
2022/09/01 00:23,123,8006AA920,125,80021DAD1,592571.00,US Dollar,592571.00,US Dollar,Cheque,0
2022/09/01 00:23,123,8006AA920,125,80021DAD2,592571.00,US Dollar,592571.00,US Dollar,Cheque,0
2022/09/01 00:23,123,8006AA920,125,80021DAD3,592571.00,US Dollar,592571.00,US Dollar,Cheque,0
2022/09/01 00:23,124,80021DAD0,111,11121DAD0,59551.00,US Dollar,59551.00,US Dollar,Cheque,0
2022/09/01 00:23,125,80021DAD0,111,11121DAD0,480.00,US Dollar,480.00,US Dollar,Cheque,0
2022/09/01 00:23,125,80021DAD1,111,11121DAD0,480.00,US Dollar,480.00,US Dollar,Cheque,0
2022/09/01 00:23,125,80021DAD2,111,11121DAD0,480.00,US Dollar,480.00,US Dollar,Cheque,0
2022/09/01 00:23,125,80021DAD3,111,11121DAD0,480.00,US Dollar,480.00,US Dollar,Cheque,0
