Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/05 12:54,70,10042B660,28168,804F801A0,214.59,US Dollar,214.59,US Dollar,Cheque,0
2022/09/06 20:08,49014,8120A8530,49014,8120B1120,480.9,Brazil Real,480.9,Brazil Real,Credit Card,0
2022/09/09 19:21,215187,80AF36B10,220188,80DD21190,23177.23,US Dollar,23177.23,US Dollar,Credit Card,0
2022/09/04 06:41,22264,80D8603F0,228776,80D860A30,496.01,Euro,496.01,Euro,ACH,0
2022/09/02 05:17,1812,80264E630,22595,8030AD240,3093.8,US Dollar,3093.8,US Dollar,Credit Card,0
2022/09/01 11:04,15607,804149B60,15607,804149B60,127478.21,Euro,127478.21,Euro,Reinvestment,0
2022/09/09 10:13,25242,80450D6D0,21260,8085BB9B0,94.86,US Dollar,94.86,US Dollar,Credit Card,0
2022/09/09 00:00,18890,8138EA420,143569,81581D290,327.49,US Dollar,327.49,US Dollar,Cheque,0
2022/09/07 15:27,70,10042B6A8,114983,8084D9BD0,15.68,Euro,15.68,Euro,Cheque,0
2022/09/02 18:46,234432,80CC904D0,234432,810A87710,15997.71,UK Pound,15997.71,UK Pound,Credit Card,0
2022/09/01 00:13,163233,8184AEA00,163233,8184AEA00,31.94,Saudi Riyal,31.94,Saudi Riyal,Reinvestment,0
2022/09/05 22:22,269999,81A04C761,71716,81AF93351,0.027886,Bitcoin,0.027886,Bitcoin,Bitcoin,0
2022/09/10 00:27,156884,81AE565E0,134720,8114B3C80,93.12,US Dollar,93.12,US Dollar,Credit Card,0
2022/09/05 17:41,14,800CE5970,15461,8020309B0,7532.32,Euro,7532.32,Euro,ACH,0
2022/09/08 06:17,15,8011C3E30,7082,8049D8080,495.44,Yuan,495.44,Yuan,Cash,0
2022/09/02 04:13,11671,80599A2E0,11671,8097F8C80,363.03,US Dollar,363.03,US Dollar,Cheque,0
2022/09/05 15:44,11832,80522F8D0,29592,8156FE730,36894.88,Yen,36894.88,Yen,ACH,0
2022/09/07 02:08,210472,804ADAF00,115128,806AA7F70,126.84,US Dollar,126.84,US Dollar,Cheque,0
2022/09/02 02:47,136311,80D57CC70,136311,80D65BBC0,4824.34,Canadian Dollar,4824.34,Canadian Dollar,Credit Card,0
2022/09/02 08:17,70,10042B6F0,17768,803B3A8A0,19292.42,Yuan,19292.42,Yuan,Cheque,0
2022/09/05 22:06,70,10042B660,22481,806322E90,227.65,US Dollar,227.65,US Dollar,Cheque,0
2022/09/02 23:00,14,801838FA0,24029,80B57F720,84.3,Euro,84.3,Euro,Cheque,0
2022/09/09 02:16,220188,813B25250,19085,814767040,59816.04,US Dollar,59816.04,US Dollar,Cheque,0
2022/09/07 06:35,154255,814171BC0,17,81469C340,1406.53,Swiss Franc,1406.53,Swiss Franc,Cash,0
2022/09/01 10:12,265216,8181E60A0,164730,818578B80,2129.95,Saudi Riyal,2129.95,Saudi Riyal,Cheque,0
2022/09/06 23:57,70,10042B660,5855,80AE89890,3363.87,US Dollar,3363.87,US Dollar,Cheque,0
2022/09/09 04:29,226436,81886AE60,226436,81AE21FD0,7863561.11,US Dollar,7863561.11,US Dollar,Cheque,0
2022/09/01 17:20,70,10042BA51,269294,81A0A3431,1.694309,Bitcoin,1.694309,Bitcoin,Bitcoin,0
2022/09/07 18:38,70,10042B660,149701,81BA40DD0,1811.58,US Dollar,1811.58,US Dollar,Cheque,0
2022/09/09 06:14,19104,804302500,210484,804F6E8A0,55137.27,Yuan,55137.27,Yuan,Credit Card,0
2022/09/01 04:52,15194,816F4CF60,15194,816F4CF60,2809.06,Saudi Riyal,748.86,US Dollar,ACH,0
2022/09/09 07:12,18,80391F1B0,11832,805B449B0,17252.71,Yen,17252.71,Yen,Wire,0
2022/09/03 11:28,69289,819628961,269077,81A25D5F1,1.129568,Bitcoin,1.129568,Bitcoin,Bitcoin,0
2022/09/08 07:57,19856,80819E2B0,21643,8081F1DD0,235145.58,Yen,235145.58,Yen,Cheque,0
2022/09/07 23:22,249331,8125CBB50,49096,813078F20,259101.51,Brazil Real,259101.51,Brazil Real,Cheque,0
2022/09/05 23:34,23726,801A6DBD0,236872,80FEAB9E0,7074.7,Euro,7074.7,Euro,Credit Card,0
2022/09/08 08:34,11495,8008EE3B0,1394,8008EFE10,8058.56,US Dollar,8058.56,US Dollar,ACH,0
2022/09/09 10:02,18326,80E9A1760,3100,813E94050,280.5,US Dollar,280.5,US Dollar,Cheque,0
2022/09/05 16:40,1,8000FCD60,219760,8078F3970,42.78,Euro,42.78,Euro,Cheque,0
2022/09/02 04:20,217662,806A797C0,117946,807F05C40,82385.23,Yen,82385.23,Yen,Credit Card,0
2022/09/06 05:58,10416,80F175E70,110856,80F92EEC0,4359.79,US Dollar,4359.79,US Dollar,Cheque,0
2022/09/09 11:19,22129,803028BC0,117694,816E58130,8983.45,US Dollar,8983.45,US Dollar,Credit Card,0
2022/09/10 02:49,7082,804E527E0,7082,804E527E0,25.81,US Dollar,172.88,Yuan,ACH,0
2022/09/01 18:31,5394,810F35FD0,20737,814030DD0,30502.51,Euro,30502.51,Euro,ACH,0
2022/09/05 06:12,1291,80016CF80,21414,80374F7E0,884.28,US Dollar,884.28,US Dollar,Cash,0
2022/09/02 04:39,2293,8016EAC80,1720,801D88830,4276.73,Euro,4276.73,Euro,ACH,0
2022/09/02 14:41,1439,802BAC290,49280,8150F6540,1580.49,US Dollar,1580.49,US Dollar,Cheque,0
2022/09/01 00:36,423,806672D20,423,806672D20,4434.33,Euro,4434.33,Euro,Reinvestment,0
2022/09/10 00:12,8318,818FDB690,13821,80D7E7E00,14.31,US Dollar,14.31,US Dollar,Credit Card,0
2022/09/05 10:48,15168,8035C7720,9530,8037C37E0,90.11,Yuan,90.11,Yuan,Credit Card,0
2022/09/09 19:03,70,10042B7C8,232081,80BF63FB0,7236.81,Ruble,7236.81,Ruble,Cheque,0
2022/09/04 09:01,70,10042B660,124049,8164F5180,2119.05,US Dollar,2119.05,US Dollar,Cheque,0
2022/09/06 18:23,423,800F897B0,237160,811CF20F0,112.76,Euro,112.76,Euro,Cheque,0
2022/09/08 10:40,10,80D2784A0,36096,80E435E10,11.99,Canadian Dollar,11.99,Canadian Dollar,Credit Card,0
2022/09/01 00:09,123807,81A734C80,123807,81A734C80,11483.21,US Dollar,11483.21,US Dollar,Reinvestment,0
2022/09/01 00:01,19561,80DD57E70,19561,80DD57E70,1590.55,US Dollar,1590.55,US Dollar,Reinvestment,0
2022/09/02 14:41,25304,802495970,11,802AFEAE0,234.1,Euro,234.1,Euro,Cash,0
2022/09/01 19:00,25304,8064862A0,25304,8064862A0,6223602.83,Yen,50391.11,Euro,ACH,0
2022/09/05 16:09,214,8194FF901,75436,81C0E6771,0.002592,Bitcoin,0.002592,Bitcoin,Bitcoin,0
2022/09/01 00:17,126991,815E0B040,126991,815E0B040,10.68,US Dollar,10.68,US Dollar,Reinvestment,0
2022/09/06 07:20,131179,810364BF0,35075,81648F8F0,865.03,Euro,865.03,Euro,Credit Card,0
2022/09/05 13:02,63940,8185A24D0,167626,8191CD890,368.78,Saudi Riyal,368.78,Saudi Riyal,Wire,0
2022/09/01 12:38,315399,819811710,315399,819811710,8620.79,Euro,8620.79,Euro,Reinvestment,0
2022/09/02 02:21,33637,8016B1AF0,22224,8016B1A50,204.25,US Dollar,204.25,US Dollar,Cheque,0
2022/09/06 18:09,165768,8181904C0,63940,81907D920,24206.01,Saudi Riyal,24206.01,Saudi Riyal,Cheque,0
2022/09/02 03:00,63834,8178591F0,165440,818A4D2E0,4483.89,Saudi Riyal,4483.89,Saudi Riyal,Wire,0
2022/09/02 13:37,116703,80699F000,24438,80B80D700,12311.53,US Dollar,12311.53,US Dollar,Credit Card,0
2022/09/05 03:10,20,80EC5D150,11047,811CB5630,9613.82,US Dollar,9613.82,US Dollar,Cheque,0
2022/09/08 13:27,15680,80D368E70,218057,8181F4130,24086.55,US Dollar,24086.55,US Dollar,Cheque,0
2022/09/08 08:19,11,802A04B30,10881,807006AC0,250.14,Euro,250.14,Euro,Cheque,0
2022/09/02 07:38,310103,803E7BB10,692,803E7BB60,1072.83,Yuan,1072.83,Yuan,Cheque,0
2022/09/08 08:42,72,808A699C0,123800,809CF3570,2284218.72,Rupee,2284218.72,Rupee,Cash,0
2022/09/09 00:22,252477,813BC7560,53736,814180240,39.78,Swiss Franc,39.78,Swiss Franc,Credit Card,0
2022/09/01 06:52,19104,803BFB190,10311,804A25860,6148.77,Yuan,6148.77,Yuan,ACH,0
2022/09/08 12:29,1439,8009AF310,220188,80BA74F00,5410.94,US Dollar,5410.94,US Dollar,Cheque,0
2022/09/01 00:11,1199,81536B870,1199,81536B870,1108457.8,Shekel,1108457.8,Shekel,Reinvestment,0
2022/09/02 17:41,215820,811776820,1776,819540EB0,281.16,Euro,281.16,Euro,Credit Card,0
2022/09/02 10:12,338057,818A769C0,142529,818A75BE0,132.1,US Dollar,132.1,US Dollar,ACH,0
2022/09/01 11:29,9856,803CC7C50,26922,804AB2F00,336.83,Yuan,336.83,Yuan,Credit Card,0
2022/09/09 08:39,363281,8178C7560,263574,8178C7470,399.37,Saudi Riyal,399.37,Saudi Riyal,Cheque,0
2022/09/07 15:57,70,10042B6A8,423,8018B50B0,627.88,Euro,627.88,Euro,Cheque,0
2022/09/02 10:55,5855,80301E180,135650,815D71660,1697.23,US Dollar,1697.23,US Dollar,Cheque,0
2022/09/09 23:50,270372,81B6B00D1,170727,81BC13011,0.017426,Bitcoin,0.017426,Bitcoin,Bitcoin,0
2022/09/02 02:25,123800,8097C9D70,223281,80A2B55B0,84198.05,Rupee,84198.05,Rupee,Wire,0
2022/09/05 15:21,70,10042B660,243246,814A54D40,16066.88,US Dollar,16066.88,US Dollar,Cash,0
2022/09/06 01:04,17036,802DEA3B0,118763,80E39B890,372.63,Euro,372.63,Euro,Cash,0
2022/09/01 18:31,35451,813FAA530,127004,813FA2260,1255.22,Euro,1255.22,Euro,ACH,0
2022/09/07 00:12,11314,8013B2E40,14620,803787000,33188.69,Euro,33188.69,Euro,Wire,0
2022/09/02 18:44,20,8000E50E1,20,8000E50E1,260.128977,Bitcoin,260.128977,Bitcoin,Bitcoin,0
2022/09/02 19:35,232857,80C36C8E0,233706,80C9DF770,1847.96,UK Pound,1847.96,UK Pound,Credit Card,0
2022/09/06 12:10,11,800570900,4894,8023130F0,3670.05,US Dollar,3670.05,US Dollar,Cash,0
2022/09/07 06:49,58138,815CCFD50,60382,81684F820,1910.85,Shekel,1910.85,Shekel,Cheque,0
2022/09/08 19:32,141846,8104C1F00,144041,810B3F7A0,431357.76,Australian Dollar,431357.76,Australian Dollar,Wire,0
2022/09/01 01:25,27,80008F200,23,80BCE87E0,30805.23,Ruble,30805.23,Ruble,Credit Card,0
2022/09/01 06:30,15680,802D4F2B0,20592,80DC81930,68.13,US Dollar,68.13,US Dollar,Cheque,0
2022/09/06 04:19,52788,8139F8540,211,813CA1040,8976.67,Swiss Franc,8976.67,Swiss Franc,Cheque,0
2022/09/03 15:03,158927,815EBF5C0,160008,8161782A0,108.7,Shekel,108.7,Shekel,ACH,0
2022/09/02 18:22,235889,80D765860,38023,80E325270,31368.73,Canadian Dollar,31368.73,Canadian Dollar,Cash,0
2022/09/09 08:17,118,8195C9AF1,170943,81A422331,0.076583,Bitcoin,0.076583,Bitcoin,Bitcoin,0
2022/09/09 02:45,7082,80297A750,27356,803DDFE80,44844.07,Yuan,44844.07,Yuan,Credit Card,0
2022/09/04 06:38,141204,80F374960,141204,80F66FC10,1259.81,Australian Dollar,1259.81,Australian Dollar,Cheque,0
2022/09/05 19:45,349,800229040,22124,800E787A0,242.99,US Dollar,242.99,US Dollar,Cheque,0
2022/09/02 09:40,115,8173A49B0,164730,818974C80,1439.9,Saudi Riyal,1439.9,Saudi Riyal,Cheque,0
2022/09/05 18:23,8,80C23A600,29,80C26F9A0,5407226.21,UK Pound,5407226.21,UK Pound,ACH,0
2022/09/07 20:08,141846,8108D4040,143919,8108D3C90,38358.64,Australian Dollar,38358.64,Australian Dollar,ACH,0
2022/09/09 10:23,18,81355A5A0,252477,813A87D40,1508.9,Swiss Franc,1508.9,Swiss Franc,Cheque,0
2022/09/04 15:38,219,813ECB070,52860,814EECE70,2447.17,Swiss Franc,2447.17,Swiss Franc,Cheque,0
2022/09/07 21:07,248623,81280A5D0,49014,81326FC90,2680.89,Brazil Real,2680.89,Brazil Real,Cheque,0
2022/09/05 13:10,1231,8010EFEB0,1217,80CE8CFD0,13439.56,US Dollar,13439.56,US Dollar,Cheque,0
2022/09/10 00:01,158006,8199FF920,220015,8137CF480,46.42,US Dollar,46.42,US Dollar,Credit Card,0
2022/09/01 14:22,70,10042B660,122996,817853C20,1308.4,US Dollar,1308.4,US Dollar,Cheque,0
2022/09/09 19:09,25634,805B81060,15607,80E9547D0,34.29,Euro,34.29,Euro,Cash,0
2022/09/05 15:07,70,10042B8A0,212,80F37A8B0,7119.61,Australian Dollar,7119.61,Australian Dollar,Credit Card,0
2022/09/09 03:33,115966,80FD85F00,231651,8106EC930,1737.35,US Dollar,1737.35,US Dollar,Cheque,0
2022/09/06 10:09,1439,801464F30,5206,80A45A130,31.0,US Dollar,31.0,US Dollar,Cheque,0
2022/09/03 05:57,22185,8016C85C0,13354,802E1FDA0,25757827.74,US Dollar,25757827.74,US Dollar,Cheque,0
2022/09/06 02:51,11880,8068BC7B0,218072,8175370D0,244324.52,US Dollar,244324.52,US Dollar,Cheque,0
2022/09/01 14:03,12063,80A056D80,131266,80DBE24E0,145.5,US Dollar,145.5,US Dollar,Credit Card,0
2022/09/07 00:27,24816,80974FB60,126455,80A381A90,51697.14,Rupee,51697.14,Rupee,Credit Card,0
2022/09/02 22:37,26,802CD39D0,10920,8042EE110,122832.86,Yuan,122832.86,Yuan,Cash,0
2022/09/02 12:12,5923,8029750F0,110134,80498CAB0,25554.36,Yuan,25554.36,Yuan,Cheque,0
2022/09/06 08:25,112,8000D5FB0,57466,8153B77C0,16464.61,Shekel,16464.61,Shekel,Cheque,0
2022/09/07 18:00,113016,8062CDEC0,219782,8184F1E30,2038.69,US Dollar,2038.69,US Dollar,ACH,0
2022/09/01 03:04,253402,813C9B280,53937,8148F57C0,71.43,Swiss Franc,71.43,Swiss Franc,Cheque,0
2022/09/09 15:23,13,8038E6F20,13,8064D7140,252885.41,Yen,252885.41,Yen,Cash,0
2022/09/02 13:30,233345,8114549B0,238579,811454E70,2297.93,US Dollar,2297.93,US Dollar,ACH,0
2022/09/01 05:11,26,8089A8CB0,23033,808A0A030,243820.1,Rupee,243820.1,Rupee,Cash,0
2022/09/01 21:53,9735,803ABFB50,29900,804F4E860,38901.8,Yuan,38901.8,Yuan,Cheque,0
2022/09/05 00:14,224699,80941A260,123800,80AC81E40,65241.42,Rupee,65241.42,Rupee,Cheque,0
2022/09/08 12:20,119732,8087E0910,25,8089EC990,52580.44,Rupee,52580.44,Rupee,Cash,0
2022/09/02 09:57,223950,80923E870,24713,809F1D230,1007275.53,Rupee,1007275.53,Rupee,Cheque,0
2022/09/09 08:58,41019,80F32F120,241469,80F7D3540,1855.12,Australian Dollar,1855.12,Australian Dollar,Cheque,0
2022/09/03 10:22,15680,80B2FF980,135035,810A062D0,42839.01,US Dollar,42839.01,US Dollar,Cheque,0
2022/09/01 00:27,8,8109B7630,8,8109B7630,18.87,UK Pound,18.87,UK Pound,Reinvestment,0
2022/09/09 11:06,1639,80078DB30,1439,800F6ABD0,2544.21,US Dollar,2544.21,US Dollar,Credit Card,0
2022/09/09 05:31,22124,800CD1180,215514,80DD605B0,243.09,US Dollar,243.09,US Dollar,Cheque,0
2022/09/07 00:24,248575,813056ED0,50213,81281D8B0,124.78,Brazil Real,124.78,Brazil Real,Credit Card,0
2022/09/07 21:35,148698,811FACE40,10,8121125D0,619.33,Brazil Real,619.33,Brazil Real,Cheque,0
2022/09/09 09:25,333612,80C8B1950,33858,80C8B1860,1504.97,UK Pound,1504.97,UK Pound,Credit Card,0
2022/09/10 21:02,70,10042B6A8,24027,802106B10,251.08,Euro,251.08,Euro,Cheque,0
2022/09/08 03:46,15168,8033EDCC0,692,803DF2370,593340.79,Yuan,593340.79,Yuan,Wire,0
2022/09/02 07:47,70,10042B7C8,231975,80BD58C90,1283.41,Ruble,1283.41,Ruble,Cash,0
2022/09/08 04:16,21260,80D21DDB0,226151,815F3E740,8145.29,US Dollar,8145.29,US Dollar,ACH,0
2022/09/05 06:20,23760,801B52C80,29158,80B619290,151.57,US Dollar,151.57,US Dollar,Credit Card,0
2022/09/09 19:59,124503,80973BF20,23544,809D1FF90,73560.97,Rupee,73560.97,Rupee,Cheque,0
2022/09/01 00:23,144840,812775F10,144840,812775F10,243.12,Euro,243.12,Euro,Reinvestment,0
2022/09/01 01:47,216,8000E1CA0,115,8171D7250,1489810.65,Saudi Riyal,1489810.65,Saudi Riyal,Cheque,0
2022/09/03 11:57,20,8122962D0,122967,81AB308A0,1460.63,US Dollar,1460.63,US Dollar,Cheque,0
2022/09/09 17:57,149034,81327FE40,151782,81338CEF0,713533.53,Brazil Real,713533.53,Brazil Real,Cheque,0
2022/09/05 14:06,6586,80DEB2FD0,14652,811C96410,17175.74,Euro,17175.74,Euro,Credit Card,0
2022/09/09 10:16,319339,80D4E7060,13821,80D4E7010,220.27,US Dollar,220.27,US Dollar,Cheque,0
2022/09/01 09:54,214867,807875CD0,220188,8085027C0,141989.98,US Dollar,141989.98,US Dollar,Cheque,0
2022/09/05 12:51,285,80AFA84A0,232125,80BE8C010,104929.65,Ruble,104929.65,Ruble,Cheque,0
2022/09/04 20:34,59157,815FD3DD0,158927,8166EBF10,585.83,Shekel,585.83,Shekel,Cheque,0
2022/09/02 20:26,25307,80EDD67C0,152737,81BD444D0,3989.9,Euro,3989.9,Euro,ACH,0
2022/09/09 16:59,321629,80AA541D0,7058,80AA54270,271.65,Euro,271.65,Euro,ACH,0
2022/09/08 03:36,14172,8022CA190,12503,8037F36B0,1150.62,Euro,1150.62,Euro,Credit Card,0
2022/09/06 02:47,7080,80342F140,10488,804368FD0,1217.06,Yuan,1217.06,Yuan,Cheque,0
2022/09/02 16:46,9534,8049D7CD0,13413,804F9A2C0,26358.4,Yuan,26358.4,Yuan,Cheque,0
2022/09/08 22:09,23544,808B956F0,23494,808E8E1F0,271947.38,Rupee,271947.38,Rupee,Credit Card,0
2022/09/02 10:23,355053,8140DD4D0,131099,8140E2CA0,180.64,US Dollar,180.64,US Dollar,ACH,0
2022/09/01 18:33,216,816CE8130,18,817149340,2907.84,Saudi Riyal,2907.84,Saudi Riyal,ACH,0
2022/09/01 12:22,49096,8122239D0,151678,812FC4AF0,162696.9,Brazil Real,162696.9,Brazil Real,Credit Card,0
2022/09/02 13:00,0,8017B3520,1835,8017B2D80,3263.24,Euro,3263.24,Euro,ACH,0
2022/09/02 21:13,22264,801FCC020,115081,80DE41140,3730.47,Euro,3730.47,Euro,Cheque,0
2022/09/02 19:08,27868,806514BF0,114948,80B9F9EF0,3862.55,Euro,3862.55,Euro,Credit Card,0
2022/09/02 20:55,331169,810D318F0,236259,810D027F0,522.94,US Dollar,522.94,US Dollar,Cheque,0
2022/09/02 13:24,231302,8168C9900,255247,81BD55650,396.86,Euro,396.86,Euro,Credit Card,0
2022/09/03 00:15,70,10042B978,152907,8139F58E0,2468.34,Swiss Franc,2468.34,Swiss Franc,Cheque,0
2022/09/01 00:07,1120,8012B4E70,1120,8012B4E70,708.88,US Dollar,708.88,US Dollar,Reinvestment,0
2022/09/02 05:13,19,80AFDB900,27,80B532F10,33585.78,Ruble,33585.78,Ruble,Cheque,0
2022/09/01 00:05,14595,80859ECA0,14595,80859ECA0,1132.61,US Dollar,1132.61,US Dollar,Reinvestment,0
2022/09/02 15:36,70,10042B6A8,144089,81766ACE0,115.97,Euro,115.97,Euro,Cheque,0
2022/09/01 00:15,157900,815E1ACB0,157900,815E1ACB0,68.85,Shekel,68.85,Shekel,Reinvestment,0
2022/09/01 20:00,23041,80CE59010,19085,814B470E0,67.67,US Dollar,67.67,US Dollar,Cheque,0
2022/09/01 00:05,210,812700280,210,812700280,44.28,Brazil Real,44.28,Brazil Real,Reinvestment,0
2022/09/04 16:05,2,8087F1750,123260,8087F9530,230714.99,Rupee,230714.99,Rupee,Cheque,0
2022/09/01 17:08,5312,80B370D70,120364,80B812F20,144485.18,US Dollar,144485.18,US Dollar,Cheque,0
2022/09/01 08:02,332774,80C086EB0,332774,80C086EB0,26423.33,Ruble,26423.33,Ruble,Reinvestment,0
2022/09/07 19:45,141352,80F2545D0,243063,8108BFE70,160.53,Australian Dollar,160.53,Australian Dollar,Credit Card,0
2022/09/05 05:16,1277,804C67250,5033,807C60B70,1519.8,US Dollar,1519.8,US Dollar,Cheque,0
2022/09/07 16:24,70,10042B6A8,1768,8009D80E0,937.25,Euro,937.25,Euro,Credit Card,0
2022/09/01 06:18,70,10042B9C0,213,8162129E0,25969.57,Shekel,25969.57,Shekel,Cash,0
2022/09/06 08:00,11,80CC052C0,14620,812E0AD60,6744.91,Euro,6744.91,Euro,Credit Card,0
2022/09/05 20:40,1110,8047ADAE0,1807,8073979E0,4.54,US Dollar,4.54,US Dollar,Credit Card,0
2022/09/09 08:05,223281,80918CE90,26300,809DA8010,32776010.01,Rupee,32776010.01,Rupee,Cheque,0
2022/09/02 12:35,34978,80CDDD120,31694,8151EC3F0,2155.34,US Dollar,2155.34,US Dollar,Cheque,0
2022/09/06 03:21,70,10042B660,224,80AE94400,1754.69,US Dollar,1754.69,US Dollar,Cheque,0
2022/09/01 16:52,33775,81588A5B0,33775,81588A5B0,154.4,US Dollar,154.4,US Dollar,Reinvestment,0
2022/09/03 22:00,5312,8149CA0D0,134241,8149CA510,1209.06,Euro,1209.06,Euro,ACH,0
2022/09/02 16:01,117861,80C647520,131099,80CD92140,6300506.81,US Dollar,6300506.81,US Dollar,ACH,0
2022/09/01 11:53,129402,80C05A070,1639,80FF8F0E0,1210.18,US Dollar,1210.18,US Dollar,Credit Card,0
2022/09/01 06:04,2,809006B80,2,809006B80,1171899.93,Rupee,1171899.93,Rupee,Reinvestment,0
2022/09/05 02:53,70,10042B6F0,29844,806523890,9235.53,Yuan,9235.53,Yuan,Credit Card,0
2022/09/05 23:59,70,10042B660,3202,80D1C4270,622.77,US Dollar,622.77,US Dollar,Cheque,0
2022/09/08 08:29,13474,8030E97D0,13210,8038B2930,58.05,US Dollar,58.05,US Dollar,ACH,0
2022/09/01 09:51,26,80435BD10,9856,804455860,734196.9,Yuan,734196.9,Yuan,Cheque,0
2022/09/03 09:49,215620,8064E76F0,17096,806A536E0,75677.27,Yen,75677.27,Yen,Credit Card,0
2022/09/01 00:29,262117,81BDF85C0,262117,81BDF85C0,138913.37,US Dollar,138913.37,US Dollar,Reinvestment,0
2022/09/04 07:31,70,10042BA51,72351,81AB4C151,0.139316,Bitcoin,0.139316,Bitcoin,Bitcoin,0
2022/09/05 20:40,4,8049AFC20,215478,8064AA220,228331.19,Yen,228331.19,Yen,Cheque,0
2022/09/10 08:21,212730,810FABBC0,253043,8152168A0,3464.89,US Dollar,3464.89,US Dollar,Credit Card,0
2022/09/06 07:56,70,10042B6A8,223135,808DC10C0,2495.73,Euro,2495.73,Euro,Cash,0
2022/09/08 02:23,118681,80AF29BF0,121335,80DE69130,1916.63,US Dollar,1916.63,US Dollar,Cheque,0
2022/09/06 08:15,11770,801527CE0,135035,81A9FF690,196.34,US Dollar,196.34,US Dollar,Credit Card,0
2022/09/02 09:53,236897,8116D8ED0,139974,813C3C490,1311.53,US Dollar,1311.53,US Dollar,Credit Card,0
2022/09/08 19:00,12,801359E90,29592,804010150,239812.34,Yen,239812.34,Yen,Cheque,0
2022/09/06 13:49,22595,80821AFC0,22595,80821AFC0,853556.77,Rupee,11621.87,US Dollar,ACH,0
2022/09/09 16:00,14620,801BDA800,5082,8026D5300,1605.11,Euro,1605.11,Euro,Credit Card,0
2022/09/08 13:36,215456,807B44680,220729,80DFE9D30,100.83,US Dollar,100.83,US Dollar,Cheque,0
2022/09/01 00:06,316991,80F3B24C0,115771,80F3B1CA0,792.71,US Dollar,792.71,US Dollar,ACH,0
2022/09/09 17:21,20,819513FD1,219,81A50CC61,0.731664,Bitcoin,0.731664,Bitcoin,Bitcoin,0
2022/09/01 19:48,70,10042B6A8,24455,802705DB0,1132.64,Euro,1132.64,Euro,Cash,0
2022/09/09 21:19,14652,80B2AC740,141996,810CFC7A0,2075.84,Euro,2075.84,Euro,Cheque,0
2022/09/09 12:44,341785,8104D8650,143919,8104D6E00,1088.94,Australian Dollar,1088.94,Australian Dollar,Cheque,0
2022/09/09 12:24,70,10042B6A8,8811,80B21A870,299.15,Euro,299.15,Euro,Credit Card,0
2022/09/09 01:35,70,10042BA51,72523,81BB65121,1.806252,Bitcoin,1.806252,Bitcoin,Bitcoin,0
2022/09/08 23:52,22124,801CF5F60,15783,804254430,198.62,US Dollar,198.62,US Dollar,ACH,0
2022/09/08 01:33,120229,807DA6A40,120229,80D6A1430,444.02,Euro,444.02,Euro,Cheque,0
2022/09/04 00:34,70,10042B660,15640,80961C090,50.13,US Dollar,50.13,US Dollar,Cheque,0
2022/09/10 01:17,211,81364A5D0,52914,813D9B550,136.32,Swiss Franc,136.32,Swiss Franc,Cheque,0
2022/09/07 12:45,15168,803454BB0,15,8038A5840,1047.15,Yuan,1047.15,Yuan,Cheque,0
2022/09/01 00:29,19,8101E12E0,143121,810AF7990,243.2,Australian Dollar,243.2,Australian Dollar,Credit Card,0
2022/09/01 11:28,12592,80F248D50,12592,80F248D50,4782.77,US Dollar,4782.77,US Dollar,Reinvestment,0
2022/09/09 00:03,110851,8051269E0,129044,811C0BFB0,1107.42,Euro,1107.42,Euro,Cash,0
2022/09/08 16:30,3533,8015728F0,58138,8162D57E0,2837.96,Shekel,2837.96,Shekel,Cheque,0
2022/09/08 22:49,26,80294FAD0,9530,803BEB150,15165.1,Yuan,15165.1,Yuan,Cheque,0
2022/09/08 03:42,21566,802B1C5E0,115481,814400830,0.36,US Dollar,0.36,US Dollar,Credit Card,0
2022/09/01 00:00,214527,817466DE0,214527,817466DE0,1484.17,US Dollar,1484.17,US Dollar,Reinvestment,0
2022/09/10 21:26,115771,8068BB100,119174,80889AAE0,21871.1,US Dollar,21871.1,US Dollar,ACH,0
2022/09/03 15:57,22435,805F0B380,5855,805F0C760,2260.22,US Dollar,2260.22,US Dollar,Cheque,0
2022/09/07 00:23,129402,80B00C120,13474,807589320,69.59,US Dollar,69.59,US Dollar,Credit Card,0
2022/09/08 15:59,25885,80BBD8980,25307,80BBD66B0,3040.75,Euro,3040.75,Euro,ACH,0
2022/09/09 13:07,348121,81B93D500,244413,81B93D460,54.84,Euro,54.84,Euro,Cheque,0
2022/09/09 19:00,117916,806E7A8A0,222559,817058520,113210.27,US Dollar,113210.27,US Dollar,Cheque,0
2022/09/01 23:57,15461,803803890,19300,8095E7C00,201.34,Euro,201.34,Euro,Cash,0
2022/09/08 16:00,70,10042B6A8,600,80164BE20,946.44,Euro,946.44,Euro,Cash,0
2022/09/01 01:50,58138,81609E780,259116,81609E260,12077.58,Shekel,12077.58,Shekel,ACH,0
2022/09/07 10:32,163470,817FB0500,66415,8187DCC90,179.81,Saudi Riyal,179.81,Saudi Riyal,Cheque,0
2022/09/05 10:03,70,10042B930,210,812F9EF20,9414.84,Brazil Real,9414.84,Brazil Real,Cash,0
2022/09/09 01:17,425,800D06FD0,423,800DCA560,21162.85,Euro,21162.85,Euro,Credit Card,0
2022/09/05 09:11,12966,8016250C0,6045,804498C70,20.55,US Dollar,20.55,US Dollar,Cheque,0
