Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/09 07:00,268792,81A2436D1,71716,81ABDDAE1,0.014361,Bitcoin,0.014361,Bitcoin,Bitcoin,0
2022/09/08 16:11,21876,80439D910,214554,8150FC010,874.4,Euro,874.4,Euro,Wire,0
2022/09/08 23:11,2293,803212450,230412,80D53C1E0,10329.34,Euro,10329.34,Euro,Cheque,0
2022/09/06 21:26,116703,806EC6EA0,44580,810B596D0,236908.3,Australian Dollar,236908.3,Australian Dollar,Cheque,0
2022/09/08 03:08,5617,80359C9A0,113317,80B666F80,19.08,US Dollar,19.08,US Dollar,ACH,0
2022/09/09 06:59,498,802E1A550,228147,80B9DFEA0,0.67,Euro,0.67,Euro,Cash,0
2022/09/02 07:14,70,10042B6F0,15,8034588E0,32512.0,Yuan,32512.0,Yuan,Cheque,0
2022/09/06 13:19,14213,8021D3DC0,25384,80277F990,870.9,Euro,870.9,Euro,ACH,0
2022/09/08 10:20,20,800064EB0,11,8002613F0,3515.94,Euro,3515.94,Euro,Cheque,0
2022/09/01 06:09,5383,8022C7290,1776,8025E18C0,87.13,Euro,87.13,Euro,Cheque,0
2022/09/09 21:47,1217,8004432C0,11265,801792000,2910.55,US Dollar,2910.55,US Dollar,Cheque,0
2022/09/01 09:33,498,8149373D0,498,8149373D0,44334.48,Euro,44334.48,Euro,Reinvestment,0
2022/09/09 02:07,255954,816E26EC0,3202,816E26FB0,3291.76,US Dollar,3291.76,US Dollar,ACH,0
2022/09/01 20:02,394,80271FAB0,116703,808DEF6B0,171.53,US Dollar,171.53,US Dollar,Cheque,0
2022/09/06 06:30,214,81A244981,70997,81B3E04E1,0.00874,Bitcoin,0.00874,Bitcoin,Bitcoin,0
2022/09/01 13:50,4,8038CF530,29640,8064F0640,830.32,Yen,830.32,Yen,Wire,0
2022/09/01 02:57,217717,80C05A500,244647,815CB4B50,2278.0,US Dollar,2278.0,US Dollar,Cheque,0
2022/09/03 13:10,263186,8174AC560,63940,817D3FE70,1730.1,Saudi Riyal,1730.1,Saudi Riyal,ACH,0
2022/09/02 01:42,15640,803A9E000,229487,81A9C72B0,4665.84,US Dollar,4665.84,US Dollar,Credit Card,0
2022/09/07 10:18,219425,8074F2330,156915,816D23C60,27.99,US Dollar,27.99,US Dollar,Credit Card,0
2022/09/02 13:33,15461,805A6CF80,215112,80E967190,941.54,Euro,941.54,Euro,Credit Card,0
2022/09/02 17:52,1835,8019FBC50,14620,801B28EC0,13795.16,Euro,13795.16,Euro,Cheque,0
2022/09/07 13:47,115,817201170,18,817384400,11559.13,Saudi Riyal,11559.13,Saudi Riyal,Cash,0
2022/09/06 00:19,18,813AAB200,53937,8142DA340,243.59,Swiss Franc,243.59,Swiss Franc,Credit Card,0
2022/09/02 06:42,16,80ACFA1B0,23,80ACF9FC0,30292.75,Ruble,30292.75,Ruble,ACH,0
2022/09/01 00:17,269999,81AF3E851,269999,81AF3E851,0.001478,Bitcoin,0.001478,Bitcoin,Bitcoin,0
2022/09/09 17:22,66944,818A33A40,266734,8193DAB10,181952.06,Saudi Riyal,181952.06,Saudi Riyal,Cheque,0
2022/09/04 11:51,123807,80BBBF270,28625,810C78F80,225.75,US Dollar,225.75,US Dollar,Cheque,0
2022/09/06 21:53,12274,8017D9930,12503,811774C60,3938.0,Euro,3938.0,Euro,ACH,0
2022/09/01 23:06,531,816394C10,531,816394C10,2902.68,US Dollar,2902.68,US Dollar,Reinvestment,0
2022/09/05 22:31,21393,800DDE130,3533,801E841C0,62240.78,US Dollar,62240.78,US Dollar,Cash,0
2022/09/07 20:37,19,8000496E0,285,80B4DAF60,270190.7,Ruble,270190.7,Ruble,Cheque,0
2022/09/07 07:23,14851,802462690,18624,805608AA0,5033.03,Euro,5033.03,Euro,Credit Card,0
2022/09/03 05:30,7082,80340C570,110134,80499FBB0,1699.22,Yuan,1699.22,Yuan,Cheque,0
2022/09/10 22:36,22264,801BC72A0,22260,808819200,121.03,Euro,121.03,Euro,Cheque,0
2022/09/01 07:17,70,10042B6A8,14851,80C62BBB0,360.65,Euro,360.65,Euro,Cheque,0
2022/09/02 22:44,116914,8086774F0,121254,808685320,5241203.83,Yen,5241203.83,Yen,Cheque,0
2022/09/06 15:15,3202,8122048E0,8106,8132B7440,3278.29,US Dollar,3278.29,US Dollar,Credit Card,0
2022/09/07 23:13,1,800BE8910,12204,80B112EE0,97889.11,US Dollar,97889.11,US Dollar,ACH,0
2022/09/02 10:07,220164,807D74A50,26616,81A986C60,21.49,Euro,21.49,Euro,Cheque,0
2022/09/05 09:30,33846,80C6C2F70,33846,80C6C2F70,13721.53,Saudi Riyal,2832.02,UK Pound,ACH,0
2022/09/05 00:37,349,80061B4B0,5033,801E7C4E0,501.87,US Dollar,501.87,US Dollar,Cheque,0
2022/09/01 00:22,228555,80B780530,228555,80B780530,11746.31,Euro,11746.31,Euro,Reinvestment,0
2022/09/05 07:54,212,80EFA7360,41428,80F7A42A0,1036945.54,Australian Dollar,1036945.54,Australian Dollar,Cheque,0
2022/09/01 00:26,2368,802432660,19104,804631930,352274.06,Yuan,352274.06,Yuan,Credit Card,0
2022/09/09 17:22,37313,802F93C00,0,802F92F60,239.74,Euro,239.74,Euro,ACH,0
2022/09/07 02:19,2293,80EF4B4E0,19368,80FE79390,2168.57,Euro,2168.57,Euro,Credit Card,0
2022/09/07 10:00,11222,80145FE40,18990,807A03360,11216.71,US Dollar,11216.71,US Dollar,Credit Card,0
2022/09/08 10:21,20,8000F3A30,212529,807B4A620,196.5,Euro,196.5,Euro,Cheque,0
2022/09/07 00:40,26,807251EC0,72,8072BCC10,84697.55,Rupee,84697.55,Rupee,Credit Card,0
2022/09/02 07:02,70,10042B6A8,2293,801C279D0,1486.12,Euro,1486.12,Euro,Credit Card,0
2022/09/06 17:11,14172,804AC6BF0,22026,80C5BD780,4957.54,Euro,4957.54,Euro,Cheque,0
2022/09/09 11:25,11,80052B9B0,5436,804CF2020,4341.36,Euro,4341.36,Euro,Cheque,0
2022/09/01 00:05,31762,801435E00,31762,801435E00,1865.27,US Dollar,1865.27,US Dollar,Reinvestment,0
2022/09/07 01:30,1,801372F20,2860,803AB5160,3.35,US Dollar,3.35,US Dollar,ACH,0
2022/09/10 06:46,110851,80B1A7140,5436,816F57AB0,197.5,Euro,197.5,Euro,Cheque,0
2022/09/02 18:54,1422,800969520,11047,803F40980,19542.16,US Dollar,19542.16,US Dollar,Cheque,0
2022/09/09 15:33,136311,80D51A780,8,80DF07220,7725.53,Canadian Dollar,7725.53,Canadian Dollar,Credit Card,0
2022/09/06 00:43,241036,8102DBEC0,143355,81B35D870,451.38,Australian Dollar,451.38,Australian Dollar,ACH,0
2022/09/10 08:30,12055,800C13B30,235373,811BE1AA0,2380.2,Euro,2380.2,Euro,Cheque,0
2022/09/10 13:03,20,80014CCC0,12,800748770,3977.65,US Dollar,3977.65,US Dollar,Cheque,0
2022/09/02 12:28,11046,8006A1D40,20,800765E80,476.02,US Dollar,476.02,US Dollar,Credit Card,0
2022/09/06 22:28,226151,81003FB90,254569,8170C9E20,2003.52,US Dollar,2003.52,US Dollar,Credit Card,0
2022/09/05 12:18,14408,804C60740,223057,809E43E90,331.03,US Dollar,331.03,US Dollar,ACH,0
2022/09/09 14:47,18840,80C56CA60,273090,81B4DF6C0,614.79,US Dollar,614.79,US Dollar,Cheque,0
2022/09/09 03:48,224574,80A262420,225606,80A741E30,20349.32,Rupee,20349.32,Rupee,Credit Card,0
2022/09/02 07:22,227876,80EED1260,18247,81295DC60,94.61,US Dollar,94.61,US Dollar,Credit Card,0
2022/09/02 19:23,0,80056B2B0,11314,802E58740,54536.02,Euro,54536.02,Euro,Cheque,0
2022/09/01 09:22,25017,81013FF40,3389,819375BB0,12467.34,US Dollar,12467.34,US Dollar,Cheque,0
2022/09/01 21:43,63940,818013960,64059,81895F870,1102.22,Saudi Riyal,1102.22,Saudi Riyal,Cheque,0
2022/09/05 01:38,11701,801480E20,15786,8022C3E20,5807.09,US Dollar,5807.09,US Dollar,Cheque,0
2022/09/02 22:46,7,80C2AA470,233601,80C712AD0,3558.95,UK Pound,3558.95,UK Pound,Cash,0
2022/09/08 01:01,11,8001B3010,425,8003A0CE0,56.63,Euro,56.63,Euro,Cheque,0
2022/09/09 22:43,348183,8117EC970,244000,8117E70A0,77.02,Euro,77.02,Euro,ACH,0
2022/09/07 08:02,17180,806865730,23,806F89140,346066.84,Yen,346066.84,Yen,Cheque,0
2022/09/04 20:14,15355,806AF4BA0,215187,81385A070,5018.55,US Dollar,5018.55,US Dollar,Credit Card,0
2022/09/09 16:45,263025,8175CA080,263431,818936A00,16375.86,Saudi Riyal,16375.86,Saudi Riyal,Cheque,0
2022/09/01 00:12,7522,80B5EEF60,7522,80B5EEF60,107838.64,Euro,107838.64,Euro,Reinvestment,0
2022/09/08 12:48,3,8019CD460,215505,80BBA7110,24567.46,Euro,24567.46,Euro,Credit Card,0
2022/09/02 15:32,70,10042B810,34293,80CBB22E0,32748.92,UK Pound,32748.92,UK Pound,Cheque,0
2022/09/09 01:14,113,8154224D0,115,8155299B0,842.45,Shekel,842.45,Shekel,Cash,0
2022/09/05 20:56,20,8005A93F0,8488,806B1EBA0,3895.14,US Dollar,3895.14,US Dollar,ACH,0
2022/09/07 09:16,29640,80627ED40,215278,817515C60,38073733.68,Yen,38073733.68,Yen,Cheque,0
2022/09/01 06:19,212,80FB585F0,43378,8101BFC40,1762.71,Australian Dollar,1762.71,Australian Dollar,Cheque,0
2022/09/02 07:38,14172,801D0BF20,7272,8086259B0,616926.08,Euro,616926.08,Euro,Cash,0
2022/09/01 00:17,363846,81768DF40,363846,81768DF40,8624.43,Saudi Riyal,8624.43,Saudi Riyal,Reinvestment,0
2022/09/04 06:56,29779,814650BA0,228716,819240D40,862.56,Yuan,862.56,Yuan,Credit Card,0
2022/09/10 01:46,116648,8062D57A0,11671,807EC4360,6.82,US Dollar,6.82,US Dollar,ACH,0
2022/09/09 09:21,69465,819F84ED1,270290,81A8CC301,0.012215,Bitcoin,0.012215,Bitcoin,Bitcoin,0
2022/09/01 23:52,171669,81ACF2831,72475,81C065181,0.0058,Bitcoin,0.0058,Bitcoin,Bitcoin,0
2022/09/07 23:36,3,802A35F50,6971,803902150,1970.51,Euro,1970.51,Euro,Cheque,0
2022/09/03 00:19,5383,81169BCE0,4308,81039ACE0,34.7,Euro,34.7,Euro,Credit Card,0
2022/09/02 02:33,70,10042B8A0,42234,80FE272D0,366.0,Australian Dollar,366.0,Australian Dollar,Credit Card,0
2022/09/07 01:28,42234,80FA066D0,40989,810B9B710,2921.94,Australian Dollar,2921.94,Australian Dollar,Cheque,0
2022/09/09 17:58,17102,81AEA8FC0,54622,81AEA8F70,2833.25,Euro,2833.25,Euro,ACH,0
2022/09/06 06:27,137562,8107470D0,129074,811B040E0,199.74,Euro,199.74,Euro,ACH,0
2022/09/07 03:05,70,10042B6A8,17694,807AEAD20,433.04,Euro,433.04,Euro,Cheque,0
2022/09/01 02:00,141632,80F851940,143121,80FE5D400,16627.58,Australian Dollar,16627.58,Australian Dollar,Credit Card,0
2022/09/01 17:39,11222,800881EF0,11222,800881EF0,24.97,US Dollar,24.97,US Dollar,Reinvestment,0
2022/09/08 12:40,12,8008FBB40,239632,81A644900,1114.84,US Dollar,1114.84,US Dollar,Cheque,0
2022/09/01 20:23,155119,814E6AE60,155119,814E6AE60,1309.82,Swiss Franc,1309.82,Swiss Franc,Reinvestment,0
2022/09/08 01:49,349,800F4ADC0,1889,80504E1B0,123.78,US Dollar,123.78,US Dollar,Credit Card,0
2022/09/01 00:16,71696,81A516A81,71696,81A516A81,60.212881,Bitcoin,60.212881,Bitcoin,Bitcoin,0
2022/09/08 00:15,531,8008CC4C0,28865,8163B6F10,424.22,US Dollar,424.22,US Dollar,Credit Card,0
2022/09/06 23:18,17,813576160,112,813603AF0,1424.56,Swiss Franc,1424.56,Swiss Franc,Cheque,0
2022/09/02 19:20,350726,818B3BFB0,115481,818B3BD80,395.65,US Dollar,395.65,US Dollar,Cheque,0
2022/09/01 03:32,238352,80F12C550,49873,814D3CEB0,101.13,US Dollar,101.13,US Dollar,Cash,0
2022/09/01 23:06,14652,8070F22D0,14652,8070F22D0,4.13,Euro,4.13,Euro,Reinvestment,0
2022/09/10 19:30,239440,80FD53BA0,122996,81B2564D0,1009.48,US Dollar,1009.48,US Dollar,Credit Card,0
2022/09/07 10:14,14195,802A22250,24562,80B2B4BB0,233.25,Euro,233.25,Euro,Credit Card,0
2022/09/01 02:22,141204,80F218D80,141632,810AB18E0,1345.71,Australian Dollar,1345.71,Australian Dollar,Cheque,0
2022/09/01 00:05,2175,800D9BE80,2175,800D9BE80,965105.35,US Dollar,965105.35,US Dollar,Reinvestment,0
2022/09/01 00:05,58138,81537B0F0,159167,816278740,144516.44,Shekel,144516.44,Shekel,Cash,0
2022/09/08 13:02,263186,817F242F0,165768,8189CE9F0,12362.6,Saudi Riyal,12362.6,Saudi Riyal,Cheque,0
2022/09/02 18:16,3671,8024311C0,3671,8024311C0,197.09,US Dollar,168.2,Euro,ACH,0
2022/09/10 01:21,269999,81B2DE561,71716,81B380DD1,0.231515,Bitcoin,0.231515,Bitcoin,Bitcoin,0
2022/09/07 20:54,12,800594690,136360,8182D1FD0,38.07,US Dollar,38.07,US Dollar,Cash,0
2022/09/01 14:31,269999,81B760921,269999,81B760921,0.039068,Bitcoin,0.039068,Bitcoin,Bitcoin,0
2022/09/01 02:47,24027,806495290,1720,80B5F3F80,152.4,Euro,152.4,Euro,Cheque,0
2022/09/05 17:31,138879,80E525E30,236335,80E56CD60,103.5,Canadian Dollar,103.5,Canadian Dollar,Cheque,0
2022/09/05 15:42,74522,81C193271,72475,81C192B61,0.030407,Bitcoin,0.030407,Bitcoin,Bitcoin,0
2022/09/10 09:17,2860,804B6ABA0,212996,8103BCA50,58652.43,US Dollar,58652.43,US Dollar,Cheque,0
2022/09/05 23:42,70,10042B6A8,247876,812D3AB20,993.01,Euro,993.01,Euro,Cheque,0
2022/09/01 11:08,28644,817A499F0,28644,817A499F0,97.63,US Dollar,97.63,US Dollar,Reinvestment,0
2022/09/06 04:51,2,8089C0A50,24820,8093D4DD0,487325.24,Rupee,487325.24,Rupee,Cheque,0
2022/09/01 03:17,1439,800C5A350,19589,81216C950,8888.3,US Dollar,8888.3,US Dollar,Credit Card,0
2022/09/07 07:12,11,811E4BD50,214,811F22750,1720.72,Brazil Real,1720.72,Brazil Real,Credit Card,0
2022/09/08 19:29,39812,817108D20,139951,819C6AC80,2000.96,US Dollar,2000.96,US Dollar,Credit Card,0
2022/09/10 04:59,15109,80810BB10,239436,8198F4B50,290.96,Euro,290.96,Euro,Credit Card,0
2022/09/01 05:56,21566,814884200,43256,817BC0710,46378.4,US Dollar,46378.4,US Dollar,ACH,0
2022/09/08 17:33,6058,8027A19C0,7522,80933ABB0,114.22,Euro,114.22,Euro,Credit Card,0
2022/09/06 06:09,235889,80D490B40,136136,80D90F660,2782.29,Canadian Dollar,2782.29,Canadian Dollar,Cheque,0
2022/09/05 18:51,47144,812150CE0,122416,814DA68F0,20525.32,Euro,20525.32,Euro,Cheque,0
2022/09/10 00:05,238477,810C40180,1812,8020767C0,3.97,US Dollar,3.97,US Dollar,Credit Card,0
2022/09/06 13:08,268792,819616A81,275095,81BB9D991,0.762893,Bitcoin,0.762893,Bitcoin,Bitcoin,0
2022/09/01 09:10,219054,81B68C040,219054,81B68C040,15776.91,US Dollar,15776.91,US Dollar,Reinvestment,0
2022/09/07 15:45,70,10042BA51,169500,8198C4141,0.296044,Bitcoin,0.296044,Bitcoin,Bitcoin,0
2022/09/09 18:24,113002,80A54E710,26894,80DBDDDD0,3324.88,US Dollar,3324.88,US Dollar,Credit Card,0
2022/09/01 21:31,214554,80741C120,7272,81740F670,27490.35,Euro,27490.35,Euro,Cheque,0
2022/09/03 23:21,169804,819F18471,269077,81A1C4291,0.006541,Bitcoin,0.006541,Bitcoin,Bitcoin,0
2022/09/01 13:51,13243,8055ADA10,56790,816ED6600,417.72,US Dollar,417.72,US Dollar,Cheque,0
2022/09/08 07:08,18,808199F60,18,808199F60,105.2,US Dollar,11087.91,Yen,ACH,0
2022/09/03 08:58,70,10042B6F0,27,8033E6ED0,724.01,Yuan,724.01,Yuan,Cash,0
2022/09/10 01:11,217798,809639130,259304,817BBB1F0,16704.98,US Dollar,16704.98,US Dollar,Cheque,0
2022/09/07 19:20,115,8152756C0,59704,8165A5730,450.8,Shekel,450.8,Shekel,Wire,0
2022/09/05 09:48,29640,804575D00,18,80457C480,5446.11,Yen,5446.11,Yen,Wire,0
2022/09/01 11:26,600,8003AD5D0,8889,80ADC7DD0,12391.81,Euro,12391.81,Euro,Cheque,0
2022/09/07 05:50,129074,812785290,223762,8127EF1F0,580.13,Euro,580.13,Euro,Credit Card,0
2022/09/09 15:51,14,801DC5150,19419,805AD5FA0,3330.51,Euro,3330.51,Euro,ACH,0
2022/09/05 20:29,20,801802740,3500,809E8AA30,25.99,US Dollar,25.99,US Dollar,Cash,0
2022/09/08 09:00,8,80CFF47C0,8,80D526DC0,106.2,Canadian Dollar,106.2,Canadian Dollar,Credit Card,0
2022/09/01 11:51,15,804C44120,15,804C44120,117.67,Yuan,117.67,Yuan,Reinvestment,0
2022/09/02 09:33,31615,8145330C0,26616,816937E60,10729.79,Euro,10729.79,Euro,Credit Card,0
2022/09/10 20:28,246140,8112954C0,19,811302130,3709.48,Mexican Peso,3709.48,Mexican Peso,Cheque,0
2022/09/03 01:07,169309,81994DD41,275406,81C1A8CC1,0.681999,Bitcoin,0.681999,Bitcoin,Bitcoin,0
2022/09/02 15:26,70,10042B660,3718,8014B93A0,523.88,US Dollar,523.88,US Dollar,Credit Card,0
2022/09/01 12:37,18747,81041F820,18747,81041F820,6697.79,US Dollar,6697.79,US Dollar,Reinvestment,0
2022/09/02 03:03,1390,800AAE6D0,14620,8014EFE50,815.99,Euro,815.99,Euro,Cheque,0
2022/09/05 15:58,11,8000A1360,135933,80D9ADAA0,11924.49,Canadian Dollar,11924.49,Canadian Dollar,Credit Card,0
2022/09/10 06:27,4790,8061F32E0,3653,8171246E0,3679.02,US Dollar,3679.02,US Dollar,Cheque,0
2022/09/01 18:40,64059,817D4FE50,64059,817D4FE50,128961.16,Saudi Riyal,128961.16,Saudi Riyal,Reinvestment,0
2022/09/02 01:51,69465,81A0B53F1,20,81A6A49A1,0.0109,Bitcoin,0.0109,Bitcoin,Bitcoin,0
2022/09/03 21:15,122967,80F18CAD0,21647,80F0DEAB0,3293.73,US Dollar,3293.73,US Dollar,Cheque,0
2022/09/02 06:44,13482,804FC21C0,110198,8056C9E90,2096.39,Yuan,2096.39,Yuan,Credit Card,0
2022/09/06 18:45,237160,811861480,220624,814C7E200,24178.98,Euro,24178.98,Euro,Credit Card,0
2022/09/02 17:29,5383,8078ED9F0,120478,8078EF830,2586.95,Euro,2586.95,Euro,ACH,0
2022/09/04 04:29,2175,808406FE0,116648,816CB1240,5714.22,US Dollar,5714.22,US Dollar,Cheque,0
2022/09/10 01:34,8801,8069038D0,12,806B7C130,357.91,US Dollar,357.91,US Dollar,Cheque,0
2022/09/02 05:47,163897,817E881C0,263574,8193EDE80,28457.56,Saudi Riyal,28457.56,Saudi Riyal,Cheque,0
2022/09/10 14:53,113002,806B36C80,244080,810E2DBC0,1879.0,US Dollar,1879.0,US Dollar,Credit Card,0
2022/09/09 00:13,2692,801771400,18084,80497BEB0,1812.09,US Dollar,1812.09,US Dollar,Cheque,0
2022/09/01 00:16,21939,80B9BCDA0,21939,80B9BCDA0,1406.75,US Dollar,1406.75,US Dollar,Reinvestment,0
2022/09/05 11:05,17213,802C3CF10,110522,803F11520,15006.51,Yuan,15006.51,Yuan,Credit Card,0
2022/09/02 06:03,2,808E54CA0,127897,80AC17F90,1035368.02,Rupee,1035368.02,Rupee,Cheque,0
2022/09/01 00:34,29592,8038EE360,13,806F35530,10271.2,Yen,10271.2,Yen,Credit Card,0
2022/09/10 10:17,63587,8179C2FF0,163233,817D2C9F0,11044.34,Saudi Riyal,11044.34,Saudi Riyal,Cash,0
2022/09/07 11:51,145289,8121713D0,158472,81AF088A0,183063.59,US Dollar,183063.59,US Dollar,ACH,0
2022/09/10 16:31,70,10042B9C0,160137,8161235D0,2504.95,Shekel,2504.95,Shekel,Credit Card,0
2022/09/08 14:27,112,815407E20,258461,8159F3BB0,506.69,Shekel,506.69,Shekel,Cheque,0
2022/09/09 11:52,70,10042B660,1217,8172AF810,688.19,US Dollar,688.19,US Dollar,Cash,0
2022/09/07 11:36,15640,80633B920,22481,806B26440,1.35,US Dollar,1.35,US Dollar,Wire,0
2022/09/09 19:41,31629,8023B5FF0,2368,8023B25C0,382.86,US Dollar,382.86,US Dollar,Cheque,0
2022/09/07 00:25,115,815CE3CF0,57466,815EA4530,286.1,Shekel,286.1,Shekel,Cheque,0
2022/09/06 06:34,64657,8187FABA0,67682,818D9BD10,35781.27,Saudi Riyal,35781.27,Saudi Riyal,Credit Card,0
2022/09/01 00:09,59524,8162A9030,59524,8162A9030,832.31,Shekel,832.31,Shekel,Reinvestment,0
2022/09/02 21:53,23539,808B58850,125222,80A1FC870,72679.82,Rupee,72679.82,Rupee,Credit Card,0
2022/09/02 15:17,40989,80F03E4A0,40989,80F1B69C0,94140.26,Australian Dollar,94140.26,Australian Dollar,Cheque,0
2022/09/03 03:20,122788,80A582380,222439,80E7B4EE0,26.7,US Dollar,26.7,US Dollar,Credit Card,0
2022/09/05 07:01,160063,816046160,59954,8163BA2F0,47416.68,Shekel,47416.68,Shekel,Cash,0
2022/09/09 02:39,18747,805D8B110,115114,80A50C5B0,3320.83,US Dollar,3320.83,US Dollar,Cheque,0
2022/09/07 19:08,11,8001A22A0,600,8007E88A0,3558.45,Euro,3558.45,Euro,Cheque,0
2022/09/01 22:35,33846,80CA18340,35351,8177E8280,1077.1,UK Pound,1077.1,UK Pound,Cash,0
2022/09/09 22:18,22547,801BFF3A0,11495,800E9A9B0,481.21,US Dollar,481.21,US Dollar,Credit Card,0
2022/09/01 05:19,8811,808697000,11314,811733020,328.65,Euro,328.65,Euro,Cash,0
2022/09/02 12:13,18493,80DFC9F80,131099,815FE2310,2975.97,US Dollar,2975.97,US Dollar,Cheque,0
2022/09/08 21:19,241256,80F73A490,42130,80F959B70,21150.13,Australian Dollar,21150.13,Australian Dollar,Credit Card,0
2022/09/04 18:02,423,801F2E1C0,110851,80AEFC490,242.73,Euro,242.73,Euro,Cheque,0
2022/09/09 08:48,121013,81425A860,36392,8170330F0,3175.16,US Dollar,3175.16,US Dollar,Cheque,0
2022/09/02 12:05,43642,812D60CB0,243248,81439CE00,156.61,Euro,156.61,Euro,Cheque,0
2022/09/05 21:54,22595,80C2FE260,394,814B57610,22.43,US Dollar,22.43,US Dollar,ACH,0
2022/09/09 11:24,10,811E565B0,148698,812096390,7713.58,Brazil Real,7713.58,Brazil Real,Cheque,0
2022/09/09 00:06,1291,800944920,1217,805207DF0,1499.55,US Dollar,1499.55,US Dollar,Cheque,0
2022/09/02 08:07,233674,80C881720,41126,81034C2F0,1637.67,Australian Dollar,1637.67,Australian Dollar,Cheque,0
2022/09/03 07:33,531,8003A5D90,2692,801A4A100,1439.77,US Dollar,1439.77,US Dollar,Credit Card,0
2022/09/07 05:21,70,10042B930,148698,812B124E0,112.22,Brazil Real,112.22,Brazil Real,Credit Card,0
2022/09/10 16:29,12204,8019BF110,4894,8047C3B50,93.78,US Dollar,93.78,US Dollar,Cheque,0
2022/09/09 11:23,128097,80B84C980,25259,80CE022A0,1018.7,US Dollar,1018.7,US Dollar,Credit Card,0
2022/09/01 02:46,226259,809D0B190,226259,809D0B190,14094.54,Rupee,14094.54,Rupee,Reinvestment,0
2022/09/02 00:50,70,10042B660,119927,80786A800,268.09,US Dollar,268.09,US Dollar,Cash,0
2022/09/02 01:20,11,8005D3550,1110,800AE76B0,14139.06,US Dollar,14139.06,US Dollar,Credit Card,0
2022/09/01 22:03,70949,81BACD431,70949,81BACD431,0.001297,Bitcoin,0.001297,Bitcoin,Bitcoin,0
2022/09/02 01:43,216,8172DEFA0,216,8174C8780,4475.0,Saudi Riyal,4475.0,Saudi Riyal,Credit Card,0
2022/09/02 03:02,5893,80359F590,11587,804C27B10,1782.84,Yuan,1782.84,Yuan,Credit Card,0
2022/09/04 04:43,8,80C22D1D0,8,80CAFFA20,52.22,UK Pound,52.22,UK Pound,ACH,0
2022/09/07 02:03,285,80B547BB0,16,80BCF7DD0,906.64,Ruble,906.64,Ruble,ACH,0
2022/09/09 12:12,11,800187A60,11,8004F4E40,69.42,US Dollar,69.42,US Dollar,Cheque,0
2022/09/01 23:21,15,800D5F550,15,801AB41F0,6299.84,Yuan,6299.84,Yuan,Cheque,0
2022/09/10 14:45,2557,80B25ACF0,56695,81724D860,9330.78,Euro,9330.78,Euro,Credit Card,0
2022/09/02 13:45,9715,805F3CB10,31188,816B8CAC0,789.0,US Dollar,789.0,US Dollar,Credit Card,0
2022/09/07 23:52,231422,80D478FB0,19629,80EF838B0,105.31,Euro,105.31,Euro,Cheque,0
2022/09/02 13:32,366919,818FB1D60,263574,818F4A080,2238.27,Saudi Riyal,2238.27,Saudi Riyal,Cheque,0
2022/09/06 03:16,1889,8013D11A0,1110,8016DBD30,761.04,US Dollar,761.04,US Dollar,Cheque,0
2022/09/01 00:03,12503,8018AF3D0,16934,8050656C0,559.29,Euro,559.29,Euro,Cash,0
2022/09/05 04:47,23486,8097B5B00,123800,809855560,92319.81,Rupee,92319.81,Rupee,Credit Card,0
2022/09/10 22:43,18,81731C4E0,265862,8184AF140,230.8,Saudi Riyal,230.8,Saudi Riyal,Credit Card,0
2022/09/02 14:07,225848,80AB50A70,129467,8128797A0,37456.97,Rupee,37456.97,Rupee,Credit Card,0
2022/09/02 18:01,17694,807E994E0,12503,80A4C36E0,785.36,Euro,785.36,Euro,Cheque,0
2022/09/04 00:15,12274,81693E7B0,118763,80DC73F30,20.35,Euro,20.35,Euro,Credit Card,0
2022/09/09 04:58,14003,8017C9470,12055,80181AA80,163.33,Euro,163.33,Euro,Cash,0
2022/09/06 01:16,134053,80C935910,233282,80CA06AB0,124.8,UK Pound,124.8,UK Pound,Cheque,0
2022/09/07 14:19,152907,813F13100,154265,8148CF9F0,87.87,Swiss Franc,87.87,Swiss Franc,Credit Card,0
2022/09/02 20:42,163470,817B3ECA0,65300,818772A70,2089.05,Saudi Riyal,2089.05,Saudi Riyal,Credit Card,0
2022/09/05 00:10,233674,810A86860,234142,810E78670,6.27,UK Pound,6.27,UK Pound,Credit Card,0
2022/09/07 22:05,5294,80BB7C8F0,253214,8147C1080,2902.81,Euro,2902.81,Euro,Credit Card,0
2022/09/04 15:54,1,80093ABC0,28393,8069ED8F0,806.69,US Dollar,806.69,US Dollar,Cheque,0
2022/09/02 19:11,32766,801A4B7E0,21828,801A4B6F0,192.86,US Dollar,192.86,US Dollar,Credit Card,0
2022/09/01 00:26,230595,80C1E06F0,30959,80C1E7C40,3602494.0,Ruble,3602494.0,Ruble,Cheque,0
2022/09/09 23:19,3718,801E3EDC0,21414,80B301F80,1276.47,US Dollar,1276.47,US Dollar,Cheque,0
2022/09/01 08:52,70,10042B660,22890,8012F53E0,5124.0,US Dollar,5124.0,US Dollar,Credit Card,0
2022/09/06 10:09,163470,8173C0040,264152,8191B72D0,1206.64,Saudi Riyal,1206.64,Saudi Riyal,Credit Card,0
2022/09/01 00:04,692,80299AE10,692,80299AE10,6578.1,Yuan,6578.1,Yuan,Reinvestment,0
