Bank Name,Bank ID,Account Number,Entity ID,Entity Name
Netherlands Bank #155,218303,809CBEFE0,800B7DCE0,Corporation #30476
Japan Bank #52,29640,804585460,800E86660,Partnership #19163
Brook Savings Bank,13354,805CBA560,80026D180,Corporation #59837
National Bank of New Orleans,220188,80B6FBE70,800580300,Partnership #14711
Sunrise Bancorp,114954,809513570,80047D820,Partnership #12717
Bank of Arkadelphia,15786,802276580,800348F80,Corporation #4536
Saudi Arabia Bank #4,216,81761DC90,8013A9760,Partnership #49446
India Bank #388,124503,8096A9B10,800F808B0,Partnership #41934
First Bank of Hartford,1422,800537790,8000D6AA0,Corporation #592
National Bank of Billings,531,80040B920,801433020,Corporation #5635
Flagstone Federal Bank,16263,804CE7320,80132D230,Corporation #813
National Bank of Montpelier,125980,809DFBEA0,800601740,Partnership #13113
France Bank #71,27436,80A1426B0,800A73020,Partnership #31587
National Bank of Lincoln,22435,80E9A6130,80020D8A0,Sole Proprietorship #52893
Saudi Arabia Bank #1277,364000,817B740C0,801B982A0,Partnership #23592
Plateau Bank,126991,80D49B740,801423160,Corporation #3107
Savings Bank of Pittsburgh,34978,81845E1C0,8012E3C70,Partnership #6562
Bank of Newport,324809,80BB3D450,800B75400,Sole Proprietorship #5860
Switzerland Bank #35,52788,813CEAAD0,8012CCEB0,Sole Proprietorship #13796
Ireland Bank #44,17694,809233FD0,800A777E0,Sole Proprietorship #31724
First Bank of Harrisburg,370077,819C37E60,801363440,Sole Proprietorship #15677
First Bank of Los Angeles,210472,812C2A4E0,8012CFED0,Partnership #53257
Sea Bank,11495,815AFC360,80016A900,Corporation #74185
Bank of Madison,1639,8005A8360,8000EACA0,Corporation #208
China Bank #148,11756,8053746F0,800DE3C50,Partnership #38448
China Bank #59,215128,806C59D00,800E3D990,Partnership #39132
Spain Bank #814,231755,812BD1480,800C10F50,Sole Proprietorship #34783
Switzerland Bank #18,154007,813E57A90,8012F4530,Corporation #48852
Canada Bank #0,8,80C39B510,801075110,Sole Proprietorship #44478
Germany Bank #90,219353,80DA5DD90,800B65EC0,Corporation #34700
National Bank of Tuscon,113016,809450D10,80043FF40,Corporation #52664
China Bank #119,19521,8041F91A0,800D70530,Sole Proprietorship #59782
Germany Bank #106,3,80219B0A0,800807680,Sole Proprietorship #28634
National Bank of Watertown,358648,81565CD30,801358760,Sole Proprietorship #26568
Savings Bank of Columbus,222559,80CDB1EB0,801443CA0,Corporation #15096
Italy Bank #6,11314,80197A830,8008B4220,Corporation #29171
Saudi Arabia Bank #1399,366919,8191D12C0,801468C00,Sole Proprietorship #73177
Crytpo Bank #77,269329,81A0FB9C1,8015B10D0,Partnership #953
National Bank of Milford,23319,802F43AC0,800278AA0,Partnership #62843
China Bank #2752,313744,804F57950,800E29030,Sole Proprietorship #71058
Slovakia Bank #45,1776,8007AC960,800BAB160,Partnership #36212
Canada Bank #18,10,80EE1B460,801093740,Corporation #46177
First Bank of Laramie,115966,814D3CE60,8014C5010,Partnership #21706
India Bank #388,124503,808FA9AE0,800F7FAD0,Corporation #55860
Plandor Federal Bank,22890,80D750460,800249DE0,Sole Proprietorship #11126
National Bank of New Orleans,220188,8176FBF70,80147BFF0,Corporation #14185
Brazil Bank #17,214,81229DA80,80120CCA0,Partnership #51796
Italy Bank #1237,228555,80E17D400,800BD3D30,Corporation #34884
First Bank of Chicago,112568,80AFA6D80,80042D000,Corporation #23341
Germany Bank #272,17102,80668D690,800B26AE0,Corporation #31799
Bank of Lincoln,328342,80B50FAA0,8014321E0,Corporation #12683
Italy Bank #13,21444,8021853A0,800A8EA40,Partnership #27419
Brazil Bank #28,248957,812378F20,801267B00,Sole Proprietorship #24116
China Bank #1140,242822,81A03F2A0,800E4B210,Corporation #42312
National Bank of Newport,14595,805DD3020,80046D420,Partnership #55089
Savings Bank of the Valley,31794,80427A8B0,8013BFDA0,Corporation #9239
Australia Bank #34,41019,80F39AC30,8011386F0,Corporation #47128
Saudi Arabia Bank #8,263025,817480930,8013DB440,Partnership #53301
Spain Bank #9,12386,8015180C0,800C2D510,Partnership #32697
Germany Bank #3,23726,80FC7E6C0,800875880,Corporation #28522
Brazil Bank #57,150820,8129F23C0,80129AB40,Sole Proprietorship #48456
Portugal Bank #42,24029,801A75F50,8009604A0,Partnership #27822
Bank of Miami,12063,8016E3E50,8001B15A0,Sole Proprietorship #3790
Savings Bank of Watertown,1889,8076A0150,8001A5020,Partnership #10843
Australia Bank #1202,346029,810BA6760,8011A6480,Corporation #61985
Spain Bank #68,7839,8078EFE60,800BE4C50,Corporation #35597
National Bank of Portland,14648,80AED2DF0,8015468F0,Sole Proprietorship #6438
Japan Bank #15,215478,806956AF0,800E552A0,Corporation #42406
National Bank of Seattle,224,80221C1F0,8013364C0,Sole Proprietorship #3418
France Bank #52,12503,801A9DA70,800911F80,Corporation #29233
National Bank of Pittsburgh,16866,8075140F0,8004E9640,Sole Proprietorship #10834
China Bank #5,15,80351B580,800CFBE40,Partnership #37107
Italy Bank #187,8884,80858E800,800AB0880,Corporation #66122
Flagstone Federal Bank,16263,80CEE7180,800361840,Sole Proprietorship #16458
Brazil Bank #1163,349944,8124ACE10,8012A6460,Corporation #63398
Saudi Arabia Bank #6,163233,817576290,8013D45E0,Corporation #5066
Austria Bank #1172,217215,811598D90,800B2E5C0,Corporation #35767
Germany Bank #1518,310478,814CFD520,800C751F0,Corporation #35989
Bank of Philadelphia,1217,80013D2A0,8012AA6D0,Corporation #6335
UK Bank #12,29,80C29BCA0,80105A630,Sole Proprietorship #44524
Japan Bank #42,18,80621BB20,800E6BE00,Partnership #55699
France Bank #58,17036,805E0F420,800A47040,Partnership #30028
Germany Bank #3,23726,801F7E530,800937FA0,Sole Proprietorship #65587
Germany Bank #121,1390,801830540,8008BD240,Sole Proprietorship #27907
India Bank #39,23033,808FD4ED0,800FE6610,Corporation #53562
Saudi Arabia Bank #9,63587,8174D83D0,8013C9220,Sole Proprietorship #50012
Germany Bank #131,217519,81AE965E0,800A4DC00,Corporation #35192
First Bank of Omaha,13703,8023B71E0,801072ED0,Partnership #4698
Savings Bank of Columbus,22364,8047A1C60,800204B20,Corporation #7143
Savings Bank of Columbus,22364,803C21C60,800204640,Partnership #6202
Japan Bank #43,11832,805BEAE70,800E8DAC0,Sole Proprietorship #40553
Spain Bank #9,12386,801998370,800900D20,Corporation #29180
Spain Bank #17,2293,80225C8F0,8008FA3A0,Corporation #29713
Saudi Arabia Bank #26,64059,817D4AF00,8013C9CA0,Corporation #51259
Latvia Bank #605,212108,80EAFF480,800C232F0,Sole Proprietorship #31833
Australia Bank #12,40904,80F365680,801141080,Sole Proprietorship #46628
Japan Bank #36,215278,807E5C580,800E93F60,Corporation #43034
Canada Bank #34,235647,80D558D10,8010CA810,Corporation #55894
China Bank #54,17768,8033B0690,800D4C750,Corporation #39696
Savings Bank of the Valley,21130,81370F790,8005A0AA0,Sole Proprietorship #21036
Crytpo Bank #24,170943,81A1C6D21,8015B10D0,Partnership #953
Crytpo Bank #17,270290,81A1E5BA1,8015B10D0,Partnership #953
Netherlands Bank #1569,118970,80889EFA0,800AD2DE0,Corporation #29032
Savings Bank of Madison,11,80F71B720,8011301B0,Partnership #68384
Savings Bank of Seattle,28102,8063751A0,800398F80,Corporation #9448
Savings Bank of Columbus,22364,805CA1CA0,800205120,Partnership #61251
India Bank #1753,319733,808A1C830,800FE6610,Corporation #53562
Russia Bank #72,329736,80AFDB6C0,801019AE0,Sole Proprietorship #44351
Capital Trust Bank,1110,8009399C0,8014083A0,Corporation #3131
Japan Bank #42,18,81769BBC0,8013C4360,Partnership #49456
Switzerland Bank #0,211,81359DB50,8012A9B90,Sole Proprietorship #48848
Spain Bank #17,2293,800D5C850,8008F76A0,Corporation #33445
Saudi Arabia Bank #19,64057,817D4AE60,8013AEEE0,Sole Proprietorship #49939
Portugal Bank #42,24029,804875C60,8009631A0,Sole Proprietorship #30201
France Bank #24,13590,801B339E0,8009287E0,Corporation #53083
Oak Savings Bank,23410,806B40BE0,800292380,Sole Proprietorship #54369
Portugal Bank #65,118763,807D64770,800A53380,Corporation #37607
India Bank #86,125882,809846FF0,800FAD3D0,Corporation #44083
China Bank #78,26922,8036527F0,800E3DC90,Partnership #25830
Savings Bank of Newport,4894,801E83DF0,80133E3C0,Corporation #4170
National Bank of Albany,1638,8071A81F0,8001776C0,Corporation #10566
Switzerland Bank #16,219,81351DE80,8012B83A0,Sole Proprietorship #4271
Brazil Bank #78,48858,81246DE00,801248710,Partnership #1155
Australia Bank #29,141352,80F25A700,801159D80,Corporation #47282
Netherlands Bank #484,230412,816B3B500,800BF87D0,Partnership #35654
Canada Bank #77,335817,80CFE5790,801119C10,Corporation #47083
China Bank #49,27,80AF9BE90,801907AF0,Sole Proprietorship #15291
National Bank of Albany,2175,801B58C90,8001D3360,Sole Proprietorship #68305
First Bank of the West,11222,8008C5810,8001215A0,Partnership #1404
Germany Bank #19,1768,8013AC720,80088BCA0,Partnership #55591
Crytpo Bank #47,69465,819D61FB1,8015B10D0,Partnership #953
Japan Bank #39,29592,805A87F30,800E637A0,Corporation #42540
UK Bank #12,29,80009BDB0,801050530,Sole Proprietorship #44484
UK Bank #45,35371,81A04A6C0,80106A6B0,Corporation #45671
National Bank of Seattle,224,80251C340,80143B960,Sole Proprietorship #5041
France Bank #81,3460,80B277140,800926060,Sole Proprietorship #32471
Bank of Portland,22129,803028BC0,8001E18C0,Partnership #21219
Germany Bank #480,130808,81196CF50,800A97360,Corporation #37606
Crytpo Bank #37,71399,81AD2C0D1,8015B10D0,Partnership #953
Crytpo Bank #41,170558,81A34AC51,8001A7780,Sole Proprietorship #51014
Brazil Bank #16,210,81231DA50,801208FE0,Corporation #48389
Japan Bank #43,11832,806F6AF50,800E809A0,Sole Proprietorship #40411
First Bank of Danbury,20,80109B950,8008A8F80,Corporation #28666
National Bank of Tuscon,113016,8161D0F50,80119E360,Partnership #6321
India Bank #58,23809,8091733E0,800F6C8D0,Partnership #41693
France Bank #318,7272,80B5F8770,800ABA5A0,Corporation #33365
Slovakia Bank #4,14,808C1B470,800EFCE50,Sole Proprietorship #14471
Switzerland Bank #48,252477,813BCAD00,8011C9B70,Corporation #48861
Savings Bank of Madison,11,80769B600,80101AAA0,Corporation #4112
Japan Bank #34,15745,806A77300,800EAA000,Corporation #42598
France Bank #1853,315855,80E715410,800C3C230,Sole Proprietorship #36817
First Bank of Danbury,20,80181B990,80085F520,Partnership #26846
Canada Bank #0,8,80D29B790,8010ACFC0,Partnership #51684
City National Bancorp,13243,807C86E10,80044F380,Corporation #56438
First Bank of the East,212518,80AB6A0A0,8011BF0C0,Sole Proprietorship #3664
Brazil Bank #15,49865,81338D720,801208FE0,Corporation #48389
India Bank #64,125222,8094D20A0,800EFB950,Corporation #43881
Sea Bank,11495,800C7C020,800B38EA0,Corporation #1955
Israel Bank #145,258799,81688C420,801375440,Sole Proprietorship #26542
Italy Bank #134,15400,80A97A7A0,8009B1B00,Corporation #33401
Savings Bank of Tuscon,21547,80D33A620,8005AB6E0,Sole Proprietorship #16703
First Bank of Laramie,115128,807416FB0,800489100,Sole Proprietorship #59145
China Bank #454,110593,804E1B340,800D85DB0,Sole Proprietorship #37926
National Bank of Harrisburg,156915,81723CA40,801379380,Partnership #6049
First Bank of Danbury,21939,800C36A40,8001B6960,Sole Proprietorship #2493
Italy Bank #18,0,800A1B3D0,800BF48F0,Corporation #28187
Canada Bank #19,238058,80E2946D0,80110E190,Corporation #46779
Arbor Community Bank,21414,8046060F0,801299EC0,Corporation #5031
Canada Bank #55,138237,80E444D70,801105FF0,Partnership #45451
Spruce Community Bank,25281,80AB8D370,8005FA900,Partnership #54918
First Bank of the East,212518,80CF6A0F0,800431460,Corporation #16910
First Bank of Danbury,20,80049BE00,800C740F0,Sole Proprietorship #34049
Saudi Arabia Bank #290,363643,817A78990,8013AEEE0,Sole Proprietorship #49939
Japan Bank #40,4,805A1B610,800E56560,Corporation #42537
China Bank #5,15,804E1B390,800E4A6F0,Corporation #40687
Savings Bank of Helena,25242,804D0F910,8003104E0,Sole Proprietorship #62302
Savings Bank of New Orleans,126883,80B4665A0,801393DF0,Partnership #9316
Australia Bank #124,41428,80F395E20,80116EE20,Partnership #46047
China Bank #108,211204,8048D3620,800DD9EB0,Sole Proprietorship #38594
Austria Bank #101,33067,80C5921A0,800C1A4F0,Partnership #32470
Netherlands Bank #27,498,800314D20,800853E60,Sole Proprietorship #27840
Spain Bank #332,6829,80B44E2C0,800A3A0E0,Partnership #32100
Savings Bank of Miami,11701,8010F6EC0,80017C0C0,Sole Proprietorship #62064
Germany Bank #315,6586,814756950,80096C340,Corporation #30250
Cyprus Bank #683,34651,8107A19D0,800B37220,Partnership #30448
Savings Bank of Providence,11770,8011F4950,8005F6AE0,Corporation #1464
National Bank of Watertown,23041,8048CB4D0,800259560,Sole Proprietorship #7275
First Bank of Augusta,235053,806C2A2E0,80141A300,Partnership #5232
India Bank #236,26560,80A0A5460,800FD1C10,Sole Proprietorship #43833
National Bank of Boston,124682,811CA3170,8012F8710,Partnership #7845
Mexico Bank #4,19,80BD9BDF0,801005360,Sole Proprietorship #44151
Savings Bank of Indianapolis,12702,807017B70,800433880,Corporation #10385
Capital Federal Bank,3227,8001FF900,801537750,Sole Proprietorship #1551
Germany Bank #1096,116299,809AA9100,800A41620,Sole Proprietorship #29609
Switzerland Bank #16,219,81959D901,8015B10D0,Partnership #953
Sea Bank,11495,8020FC700,800166460,Partnership #4420
National Bank of Seattle,224,80011C480,800087FA0,Sole Proprietorship #59013
Savings Bank of Columbus,130821,8118E3610,800ECFF20,Partnership #19479
Italy Bank #113,14195,801DA0D10,8009526C0,Corporation #29474
Switzerland Bank #478,357189,814E01620,8013121C0,Partnership #68402
China Bank #49,27,80FA1B920,800D03640,Partnership #39414
Italy Bank #690,22444,8138A62A0,800B97500,Sole Proprietorship #68083
Spruce Cooperative Bank,117301,8073CAE30,8012700C0,Corporation #8668
National Bank of Laramie,13125,803A81630,80024D700,Sole Proprietorship #54387
National Bank of Milford,23319,806EC3F40,800DA0130,Sole Proprietorship #22266
Russia Bank #22,285,80B513A40,801022110,Partnership #16073
Desert Bank,5621,801334E40,8003357C0,Partnership #17515
Fieldstone Federal Bank,15331,805FC4540,8003062A0,Partnership #8715
Japan Bank #15,215478,808056FD0,800E9B740,Corporation #68065
Crytpo Bank #27,269294,81A2443E1,8000B8B60,Sole Proprietorship #55343
First Bank of Danbury,20,81A49BEE1,8015B10D0,Partnership #953
Greece Bank #8,600,8010898E0,800876780,Partnership #64617
Belgium Bank #21,425,802316060,80084E800,Sole Proprietorship #69853
Bank of Lincoln,213123,80B11F560,800453D20,Sole Proprietorship #20144
First Bank of Huron,1277,808B3CA60,800140800,Corporation #12657
Portugal Bank #114,6058,802E261F0,800A13600,Sole Proprietorship #30338
National Bank of Helena,13474,8079BE5F0,800280FE0,Partnership #11068
Germany Bank #851,118939,80A99F880,800972960,Partnership #72693
Brazil Bank #27,149453,8122A5380,8012A6460,Corporation #63398
Germany Bank #70,18520,809DD9900,800BD0CF0,Corporation #37069
France Bank #105,14652,8023D2B00,80098A8C0,Sole Proprietorship #28783
France Bank #7,1595,801C2A880,80086DCA0,Sole Proprietorship #58370
Belgium Bank #21,425,806296190,800C644B0,Partnership #34486
Crytpo Bank #47,69465,8199619A1,8015B10D0,Partnership #953
Mexico Bank #10,13,805A1B3B0,800EF3110,Partnership #2699
Savings Bank of Watertown,1889,8015A05B0,8001A2680,Sole Proprietorship #52634
Germany Bank #23,11437,800B7E3C0,800873B40,Partnership #26755
Saudi Arabia Bank #31,263186,817EBBC40,8013F10A0,Partnership #67949
Saudi Arabia Bank #187,165362,817FB4C50,801401960,Partnership #49586
Germany Bank #3535,327382,81716DE50,800A322C0,Corporation #30313
Saudi Arabia Bank #19,64057,817ACA9D0,8014113E0,Partnership #57118
First Bank of the Valley,13821,80B9B4BD0,8002BBE00,Corporation #52721
Japan Bank #46,23,805A9BEE0,800E51430,Partnership #40073
First Bank of Chicago,112568,806E26960,80042BE60,Sole Proprietorship #17723
First Bank of Philadelphia,19229,807E43BE0,8003DED00,Partnership #11480
Germany Bank #19,1768,8007AC170,800933DE0,Corporation #33258
Saudi Arabia Bank #32,164730,817700870,801B982A0,Partnership #23592
Savings Bank of Watertown,1889,802BA05F0,8012A4380,Corporation #5188
Switzerland Bank #16,219,81951D801,8015B10D0,Partnership #953
Canada Bank #15,36524,80D8EE380,8010F8130,Corporation #46542
Portugal Bank #35,214423,805FB7E00,800AEAE80,Corporation #31767
Netherlands Bank #5,14851,801ACB400,80099DB20,Sole Proprietorship #28886
Savings Bank of Newport,4894,80FF83A80,8002F2C00,Sole Proprietorship #18937
Savings Bank of Arkadelphia,22086,807FA9690,8001CF140,Partnership #11520
Crytpo Bank #16,270308,81A4E47A1,8003706C0,Partnership #53322
Mexico Bank #4,19,80AF9BC20,8010017C0,Sole Proprietorship #43932
China Bank #114,10073,804EA1920,800D8EED0,Corporation #70193
China Bank #39,7080,8029461A0,800D27E20,Sole Proprietorship #57463
Dawn Savings Bank,210700,80B7A33A0,8004081C0,Sole Proprietorship #18676
UK Bank #374,334613,80CA43F30,800F318D0,Corporation #3108
Crytpo Bank #10,69289,8196EE131,8015B10D0,Partnership #953
Italy Bank #327,18121,805EAD130,8008CA640,Sole Proprietorship #27692
Germany Bank #106,3,80049B430,8008A4280,Corporation #13431
Capital Trust Bank,1110,8087B9EB0,800115AA0,Partnership #12160
National Bank of Billings,531,80058BC30,8000E08A0,Sole Proprietorship #795
Crytpo Bank #14,69314,8196ED4C1,8015B10D0,Partnership #953
Saudi Arabia Bank #34,263431,817833640,801405BE0,Corporation #13531
India Bank #45,123568,80918EDD0,800EFB950,Corporation #43881
Crytpo Bank #33,268792,81A2549E1,8001A7780,Sole Proprietorship #51014
Germany Bank #586,110851,813913460,800BF4830,Sole Proprietorship #34499
Savings Bank of Madison,11,80139B060,800A5B6A0,Sole Proprietorship #27488
Desert Credit Union,240242,814948CE0,800E8CEC0,Partnership #15171
Germany Bank #19,1768,80B92C1E0,800891700,Corporation #61008
Bank of Seattle,15680,8021F15E0,80032AB00,Partnership #4708
Brazil Bank #110,49411,812313470,80120F700,Sole Proprietorship #48668
Italy Bank #96,131636,81310AFF0,800C31770,Partnership #33710
Saudi Arabia Bank #4,216,81819D9F0,8013AC700,Sole Proprietorship #50471
India Bank #84,124359,808EB5670,800F761D0,Corporation #43733
Slovakia Bank #4,14,806C1B100,800CB28F0,Partnership #35895
National Bank of Pittsburgh,16866,80A494700,8012DCDF0,Partnership #9157
First Bank of New York,1812,8015A3C00,8001932E0,Partnership #3472
Brook Credit Union,22185,80D32E290,8013673C0,Partnership #50673
Sunrise Bancorp,114954,809613310,8011B7CA0,Corporation #10487
India Bank #449,325006,80A637120,800F9FD90,Corporation #45196
Japan Bank #7,19856,8038F7E20,800E80220,Corporation #42461
Spruce Cooperative Bank,117301,806DCACA0,8004F0580,Sole Proprietorship #36
Israel Bank #9,115,817598FB0,8013C9CA0,Corporation #51259
Italy Bank #86,233908,80D696C30,800C67AB0,Partnership #27795
Bank of Seattle,15680,8021F1630,80032A980,Corporation #4508
National Bank of Newport,11671,809577DC0,800421180,Sole Proprietorship #12948
Savings Bank of the North,3653,80F5694C0,8002B5DE0,Sole Proprietorship #18520
India Bank #114,123800,808F07A50,800F5C4D0,Sole Proprietorship #65816
First Bank of Columbus,110856,80B393250,800403520,Sole Proprietorship #24755
Crytpo Bank #10,69289,81A06E2E1,800773900,Partnership #50310
Brazil Bank #39,148698,8120BDB60,80122E270,Sole Proprietorship #48012
Oak Bancorp,20592,80A018E60,800582E40,Corporation #50493
China Bank #148,11756,8115F4070,800DE9990,Sole Proprietorship #59834
Bank of Helena,3597,80226B000,8002A1740,Sole Proprietorship #4787
National Bank of Albany,1638,80A428590,800178740,Partnership #13465
Crytpo Bank #20,270372,81A31A4A1,8006D12E0,Partnership #50307
Germany Bank #104,8811,803788320,8013C3520,Sole Proprietorship #23551
Saudi Arabia Bank #6,163233,817376620,8013D3140,Sole Proprietorship #62030
Israel Bank #42,158021,815951420,801350E00,Corporation #49167
Saudi Arabia Bank #8,263025,817500E30,8013DBD40,Sole Proprietorship #3559
China Bank #42,692,80280ECC0,800D04D40,Corporation #39516
National Bank of Seattle,224,80121C6C0,80008D7C0,Partnership #2991
Germany Bank #408,118871,807219D70,800A90620,Partnership #29986
First Bank of Laramie,163060,81B1FCCF0,8014C0490,Partnership #24166
China Bank #42,692,80358ECF0,800D07080,Corporation #39807
Israel Bank #1054,361578,816738200,801358880,Partnership #48808
Bank of Miami,217798,80A58D400,801404000,Sole Proprietorship #13921
Italy Bank #529,15516,810FFF900,8009DA740,Partnership #67163
Savings Bank of Miami,11701,800D76D80,80017BBE0,Sole Proprietorship #52858
Sunrise Credit Union,12592,807712F10,80143B4E0,Corporation #6584
UK Bank #8,133159,80C4DA490,801061190,Sole Proprietorship #57692
Netherlands Bank #61,18355,807326E90,800B3D740,Corporation #32148
Finland Bank #306,18624,80AD5D710,800AA01E0,Sole Proprietorship #30491
Slovakia Bank #4,14,80029B010,80081BF40,Sole Proprietorship #27310
Plateau Bank,126991,81071B090,8006288E0,Corporation #19753
Israel Bank #9,115,815B18EA0,8011C5BB0,Sole Proprietorship #49304
Savings Bank of Boston,250944,814439720,8013ED980,Sole Proprietorship #15737
Australia Bank #12,40904,80F165320,8011413E0,Partnership #66830
UK Bank #44,234142,80CB0F820,8010892E0,Sole Proprietorship #4982
Canada Bank #0,8,80C29B320,80104BD10,Partnership #44061
Japan Bank #46,23,80661BCA0,800E52690,Partnership #40246
Spain Bank #14,1835,803EA22A0,8008A4820,Corporation #50635
Brook Credit Union,22185,8011AE3A0,8001ED6C0,Corporation #56007
National Bank of Lincoln,22435,8027266C0,8011557A0,Corporation #4910
Japan Bank #42,18,81351BE40,8012B34C0,Sole Proprietorship #48839
National Bank of Philadelphia,1231,800E3D0C0,8000A55C0,Sole Proprietorship #2468
Finland Bank #1,16505,804B18BE0,800A1E560,Sole Proprietorship #29629
Bank of Arkadelphia,15786,817E76260,800C715D0,Partnership #838
Japan Bank #46,23,806F9BCE0,800E53650,Partnership #62634
Portugal Bank #42,24029,8019F59E0,80095FC60,Partnership #27633
Japan Bank #42,18,81749BE70,8013C2B00,Partnership #49378
Savings Bank of Madison,11,80EF9B2F0,80112C970,Corporation #47134
First Bank of Watertown,3533,8043751F0,80029CDA0,Partnership #59359
Willows Community Bank,22595,807159610,801404540,Partnership #13909
Crytpo Bank #8,118,819598C91,80050C700,Partnership #50309
National Bank of Helena,13474,801BBE690,8013CB8C0,Sole Proprietorship #4214
National Bank of Fairfield,1807,8018A3010,80018B3A0,Sole Proprietorship #3914
Brazil Bank #16,210,81209DEA0,801452080,Sole Proprietorship #4586
Slovenia Bank #1285,19419,80B245A20,800AB6DA0,Corporation #33727
First Bank of Newbury,3440,801770FA0,800289960,Partnership #3693
Golden Savings Bank,120336,80C82BFB0,80136AFE0,Partnership #5541
Italy Bank #47,2557,802C54930,8009A5100,Sole Proprietorship #15191
Japan Bank #52,29640,8080853B0,800E8ACE0,Sole Proprietorship #61824
Bank of Tuscon,233345,812567730,8006B05C0,Corporation #21010
National Bank of Fairfield,1807,800B23040,801397E90,Sole Proprietorship #3079
Spain Bank #9,12386,8015986C0,800B20D40,Partnership #27368
Bank of Indianapolis,11046,8010C24C0,8000FF980,Partnership #2710
First Bank of Danbury,20,81959BDD1,8015B10D0,Partnership #953
Saudi Arabia Bank #4,216,81749DBD0,8013AEEE0,Sole Proprietorship #49939
Hilltop Federal Bank,33747,814785E50,80100DEB0,Partnership #21325
Australia Bank #22,42646,80FBAFCD0,8011A82C0,Partnership #61929
Portugal Bank #114,6058,8041A62D0,800A13F60,Corporation #31028
Bank of Tuscon,16456,818A993E0,80144C9E0,Corporation #12461
China Bank #53,14449,8054D8F60,800E360D0,Sole Proprietorship #15759
China Bank #265,225788,80FA949F0,800DE71B0,Partnership #39194
Canada Bank #40,136311,80E3B8C70,8010E4550,Partnership #69289
First Bank of Danbury,20,80011BDF0,8000558E0,Partnership #62811
Savings Bank of the West,323492,80D866A00,801493B30,Sole Proprietorship #2141
Sappo Savings Bank,140981,81642E280,8012F8FB0,Corporation #1903
First Bank of the West,11222,800E45300,800122FE0,Sole Proprietorship #55366
India Bank #19,123651,808A83990,800F448B0,Corporation #1417
Italy Bank #13,21444,802505A10,8008D0EA0,Sole Proprietorship #28691
Spain Bank #124,212418,80B6F5920,800BEC710,Partnership #33524
France Bank #112,3671,8026693A0,800930EA0,Partnership #53988
Crytpo Bank #25,169500,81B4AB631,80050C700,Partnership #50309
UK Bank #8,133159,80C4DABB0,8010611F0,Sole Proprietorship #44830
Italy Bank #47,2557,8025D46B0,80091B840,Partnership #58852
Saudi Arabia Bank #3,217,81AF9D4C1,8015B10D0,Partnership #953
Israel Bank #100,258630,815D09B40,801327620,Corporation #49106
Savings Bank of Madison,11,81261BDC0,80120D060,Sole Proprietorship #48187
China Bank #93,9735,8038ABBC0,800D6B950,Corporation #39753
National Bank of Indianapolis,30515,805BA21C0,801430540,Corporation #11733
Saudi Arabia Bank #9,63587,8174D89C0,8013E2000,Corporation #13635
India Bank #50,223281,808B5A0C0,800F40390,Sole Proprietorship #41838
India Bank #2,25,80009B4D0,801054F70,Sole Proprietorship #7950
Italy Bank #1377,219011,80C5A79D0,800B5A8C0,Partnership #32477
Germany Bank #15,2514,8181D5150,800869000,Sole Proprietorship #67536
Sea Bank,11495,805D7CBD0,800167AE0,Partnership #63632
Savings Bank of Denver,212996,804E9BA60,800BA1A20,Sole Proprietorship #2989
Germany Bank #132,7522,806E70960,800A6B2A0,Sole Proprietorship #29048
National Bank of Columbus,12,801F1BE60,800CF4C20,Corporation #39478
China Bank #49,27,80C09B5F0,80102F190,Corporation #45211
China Bank #23,110198,80B9E8370,800DD3550,Corporation #40049
Bank of Miami,12063,800C637F0,800E25430,Corporation #1937
Heath Federal Bank,25017,80BA964F0,8005F6060,Partnership #53699
Australia Bank #48,141204,80FB27280,801153440,Sole Proprietorship #47041
France Bank #73,25400,802B024A0,8009E2040,Sole Proprietorship #29268
National Bank of Philadelphia,11047,8008C2B20,8001075C0,Partnership #1396
China Bank #5,15,80029BF30,800E3DC90,Partnership #25830
Israel Bank #21,58138,8159035B0,80135C2C0,Partnership #8326
France Bank #73,25400,8027024B0,8009E1B00,Sole Proprietorship #29036
Sunrise Credit Union,12592,801E120B0,800210740,Partnership #73717
China Bank #2612,314350,80FA44FC0,800CEBAD0,Sole Proprietorship #59799
UK Bank #3,24,80C39B4C0,801076F10,Sole Proprietorship #25280
Spain Bank #210,25885,81A533640,800B62F60,Partnership #32316
Belgium Bank #11,24027,8082F5540,80095D300,Partnership #30985
Savings Bank of Detroit,11483,8116FD550,800415C00,Sole Proprietorship #65459
Savings Bank of the North,11255,800944350,800129D80,Partnership #65028
Italy Bank #47,2557,801954660,800919AA0,Partnership #29403
Belgium Bank #37,12055,802863360,8008E1A40,Partnership #28621
Brazil Bank #367,350887,812B4EB70,8012A6460,Corporation #63398
First Bank of Phoenix,17256,814B80CF0,800D9AE30,Corporation #6608
Brazil Bank #40,149772,812F53F00,8012795A0,Sole Proprietorship #25839
UK Bank #97,333580,80C4A3F10,8010908C0,Corporation #45697
Russia Bank #21,16,80B01B110,801014920,Corporation #22556
Germany Bank #586,110851,809713890,800ABE0A0,Corporation #61738
Germany Bank #121,1390,8017B0E10,8008BD060,Corporation #29054
National Bank of Tuscon,16679,80D712A90,8004E3900,Corporation #17382
India Bank #27,126000,80A5FA120,800FBBFD0,Partnership #42742
Germany Bank #800,133674,812E4AC20,800C1F9B0,Partnership #34529
